securities_trader,price,buy,sell,securities_trader_id,stock_id,date
合庫,2115.0,0,1000,1020,6442,2026-02-26
合庫,2180.0,0,6,1020,6442,2026-02-26
合庫,2190.0,0,1000,1020,6442,2026-02-26
合庫,2200.0,2,0,1020,6442,2026-02-26
合庫,2205.0,0,100,1020,6442,2026-02-26
合庫,2230.0,150,0,1020,6442,2026-02-26
合庫,2255.0,0,25,1020,6442,2026-02-26
合庫台中,2070.0,0,40,1021,6442,2026-02-26
合庫台中,2080.0,0,20,1021,6442,2026-02-26
合庫台中,2110.0,0,20,1021,6442,2026-02-26
合庫台中,2160.0,0,1000,1021,6442,2026-02-26
合庫台中,2165.0,0,10,1021,6442,2026-02-26
合庫台中,2170.0,1000,0,1021,6442,2026-02-26
合庫台中,2180.0,20,0,1021,6442,2026-02-26
合庫台中,2190.0,0,1010,1021,6442,2026-02-26
合庫台中,2220.0,0,8,1021,6442,2026-02-26
合庫台中,2245.0,20,0,1021,6442,2026-02-26
合庫台南,2080.0,100,0,1022,6442,2026-02-26
合庫台南,2130.0,0,80,1022,6442,2026-02-26
合庫台南,2220.0,5,0,1022,6442,2026-02-26
合庫台南,2235.0,0,167,1022,6442,2026-02-26
合庫高雄,2080.0,0,1000,1023,6442,2026-02-26
合庫高雄,2115.0,1000,0,1023,6442,2026-02-26
合庫高雄,2125.0,0,5,1023,6442,2026-02-26
合庫高雄,2205.0,50,0,1023,6442,2026-02-26
合庫高雄,2215.0,20,0,1023,6442,2026-02-26
合庫高雄,2220.0,50,0,1023,6442,2026-02-26
合庫高雄,2235.0,50,0,1023,6442,2026-02-26
合庫高雄,2255.0,10,0,1023,6442,2026-02-26
合庫高雄,2260.0,20,0,1023,6442,2026-02-26
合庫嘉義,2080.0,100,0,1024,6442,2026-02-26
合庫嘉義,2095.0,0,100,1024,6442,2026-02-26
合庫嘉義,2165.0,50,0,1024,6442,2026-02-26
合庫嘉義,2195.0,0,100,1024,6442,2026-02-26
合庫彰化,2080.0,1000,0,1028,6442,2026-02-26
合庫彰化,2095.0,0,40,1028,6442,2026-02-26
合庫彰化,2160.0,0,1000,1028,6442,2026-02-26
合庫彰化,2245.0,0,100,1028,6442,2026-02-26
合庫鳳山,2195.0,10,0,1029,6442,2026-02-26
合庫鳳山,2230.0,0,100,1029,6442,2026-02-26
合庫新竹,2170.0,210,0,102A,6442,2026-02-26
合庫新竹,2205.0,1,0,102A,6442,2026-02-26
合庫新竹,2220.0,0,20,102A,6442,2026-02-26
合庫新竹,2240.0,10,0,102A,6442,2026-02-26
合庫新竹,2245.0,5,0,102A,6442,2026-02-26
合庫自強,2080.0,1000,0,102C,6442,2026-02-26
合庫自強,2210.0,0,10,102C,6442,2026-02-26
合庫自強,2220.0,1,0,102C,6442,2026-02-26
合庫自強,2255.0,1000,0,102C,6442,2026-02-26
合庫自強,2260.0,2000,0,102C,6442,2026-02-26
合庫桃園,2075.0,0,10,102E,6442,2026-02-26
合庫桃園,2145.0,20,0,102E,6442,2026-02-26
合庫桃園,2170.0,10,0,102E,6442,2026-02-26
合庫桃園,2180.0,30,0,102E,6442,2026-02-26
合庫桃園,2195.0,51,0,102E,6442,2026-02-26
合庫桃園,2210.0,0,30,102E,6442,2026-02-26
合庫桃園,2265.0,0,80,102E,6442,2026-02-26
合庫西台,2220.0,0,10,102F,6442,2026-02-26
合庫三重,2070.0,100,0,102G,6442,2026-02-26
合庫三重,2080.0,0,1000,102G,6442,2026-02-26
合庫三重,2170.0,10,0,102G,6442,2026-02-26
合庫三重,2180.0,1000,0,102G,6442,2026-02-26
合庫三重,2195.0,0,10,102G,6442,2026-02-26
合庫三重,2205.0,0,40,102G,6442,2026-02-26
合庫三重,2210.0,0,23,102G,6442,2026-02-26
土銀,2210.0,0,10,1030,6442,2026-02-26
土銀,2220.0,0,25,1030,6442,2026-02-26
土銀,2260.0,6,0,1030,6442,2026-02-26
土銀台中,2070.0,0,50,1031,6442,2026-02-26
土銀台中,2095.0,0,41,1031,6442,2026-02-26
土銀嘉義,2125.0,0,100,1034,6442,2026-02-26
土銀嘉義,2145.0,0,100,1034,6442,2026-02-26
土銀嘉義,2170.0,100,0,1034,6442,2026-02-26
土銀嘉義,2180.0,100,0,1034,6442,2026-02-26
土銀嘉義,2265.0,154,0,1034,6442,2026-02-26
土銀新竹,2125.0,1000,0,1035,6442,2026-02-26
土銀新竹,2190.0,0,100,1035,6442,2026-02-26
土銀玉里,2230.0,0,20,1036,6442,2026-02-26
土銀和平,2080.0,5,0,1038,6442,2026-02-26
土銀和平,2095.0,5,0,1038,6442,2026-02-26
土銀和平,2110.0,10,0,1038,6442,2026-02-26
土銀和平,2130.0,5,0,1038,6442,2026-02-26
土銀和平,2145.0,5,0,1038,6442,2026-02-26
土銀士林,2230.0,15,0,1039,6442,2026-02-26
土銀建國,2205.0,0,30,103A,6442,2026-02-26
土銀建國,2220.0,0,10,103A,6442,2026-02-26
土銀白河,2095.0,1000,0,103C,6442,2026-02-26
土銀白河,2240.0,0,1000,103C,6442,2026-02-26
土銀南港,2165.0,4,0,103F,6442,2026-02-26
臺銀,2070.0,0,10,1040,6442,2026-02-26
臺銀,2095.0,0,1,1040,6442,2026-02-26
臺銀,2110.0,0,3,1040,6442,2026-02-26
臺銀,2170.0,2,0,1040,6442,2026-02-26
臺銀,2210.0,4,107,1040,6442,2026-02-26
臺銀,2215.0,50,0,1040,6442,2026-02-26
臺銀,2220.0,10,1,1040,6442,2026-02-26
臺銀,2225.0,2,10,1040,6442,2026-02-26
臺銀,2230.0,10,0,1040,6442,2026-02-26
臺銀,2255.0,0,8,1040,6442,2026-02-26
臺銀臺南,2125.0,3,0,1042,6442,2026-02-26
臺銀臺南,2170.0,20,0,1042,6442,2026-02-26
臺銀臺南,2255.0,10,0,1042,6442,2026-02-26
臺銀民權,2070.0,20,1,1043,6442,2026-02-26
臺銀民權,2075.0,0,2,1043,6442,2026-02-26
臺銀民權,2095.0,0,2,1043,6442,2026-02-26
臺銀民權,2110.0,0,3,1043,6442,2026-02-26
臺銀民權,2125.0,0,2,1043,6442,2026-02-26
臺銀民權,2130.0,0,5,1043,6442,2026-02-26
臺銀民權,2165.0,2,1,1043,6442,2026-02-26
臺銀民權,2170.0,7,0,1043,6442,2026-02-26
臺銀民權,2195.0,50,0,1043,6442,2026-02-26
臺銀民權,2205.0,14,0,1043,6442,2026-02-26
臺銀民權,2210.0,3,0,1043,6442,2026-02-26
臺銀民權,2230.0,1,5,1043,6442,2026-02-26
臺銀民權,2240.0,1,0,1043,6442,2026-02-26
臺銀新竹,2130.0,25,0,1045,6442,2026-02-26
臺銀新竹,2165.0,0,50,1045,6442,2026-02-26
臺銀新竹,2195.0,5,0,1045,6442,2026-02-26
臺銀新竹,2205.0,0,5,1045,6442,2026-02-26
臺銀新竹,2245.0,0,10,1045,6442,2026-02-26
臺銀臺中,2070.0,10,0,104A,6442,2026-02-26
臺銀臺中,2095.0,0,1,104A,6442,2026-02-26
臺銀臺中,2140.0,0,10,104A,6442,2026-02-26
臺銀臺中,2165.0,100,0,104A,6442,2026-02-26
臺銀臺中,2170.0,10,10,104A,6442,2026-02-26
臺銀臺中,2180.0,50,0,104A,6442,2026-02-26
臺銀臺中,2190.0,0,12,104A,6442,2026-02-26
臺銀臺中,2195.0,45,0,104A,6442,2026-02-26
臺銀臺中,2205.0,0,11,104A,6442,2026-02-26
臺銀臺中,2220.0,0,110,104A,6442,2026-02-26
臺銀臺中,2230.0,100,0,104A,6442,2026-02-26
臺銀臺中,2240.0,50,0,104A,6442,2026-02-26
臺銀高雄,2070.0,0,20,104C,6442,2026-02-26
臺銀高雄,2095.0,0,1002,104C,6442,2026-02-26
臺銀高雄,2105.0,0,1000,104C,6442,2026-02-26
臺銀高雄,2110.0,0,50,104C,6442,2026-02-26
臺銀高雄,2115.0,1000,0,104C,6442,2026-02-26
臺銀高雄,2125.0,0,16,104C,6442,2026-02-26
臺銀高雄,2130.0,0,202,104C,6442,2026-02-26
臺銀高雄,2140.0,10,2,104C,6442,2026-02-26
臺銀高雄,2145.0,0,1,104C,6442,2026-02-26
臺銀高雄,2160.0,0,1000,104C,6442,2026-02-26
臺銀高雄,2165.0,36,0,104C,6442,2026-02-26
臺銀高雄,2170.0,10,1,104C,6442,2026-02-26
臺銀高雄,2190.0,0,1,104C,6442,2026-02-26
臺銀高雄,2195.0,10,0,104C,6442,2026-02-26
臺銀高雄,2205.0,0,1,104C,6442,2026-02-26
臺銀高雄,2210.0,0,160,104C,6442,2026-02-26
