securities_trader,price,buy,sell,securities_trader_id,stock_id,date
合庫,1820.0,1000,0,1020,6805,2026-03-11
合庫,1840.0,0,1000,1020,6805,2026-03-11
合庫,1850.0,2000,0,1020,6805,2026-03-11
合庫,1855.0,1000,20,1020,6805,2026-03-11
合庫,1860.0,20,0,1020,6805,2026-03-11
合庫,1880.0,0,1000,1020,6805,2026-03-11
合庫,1890.0,0,1000,1020,6805,2026-03-11
合庫台中,1840.0,0,1000,1021,6805,2026-03-11
合庫台中,1855.0,0,10,1021,6805,2026-03-11
合庫台中,1865.0,0,10,1021,6805,2026-03-11
合庫台中,1885.0,0,10,1021,6805,2026-03-11
合庫台中,1905.0,1000,0,1021,6805,2026-03-11
合庫台南,1835.0,1000,0,1022,6805,2026-03-11
合庫台南,1840.0,0,1000,1022,6805,2026-03-11
合庫台南,1860.0,1000,0,1022,6805,2026-03-11
合庫台南,1870.0,0,1000,1022,6805,2026-03-11
合庫台南,1875.0,0,1000,1022,6805,2026-03-11
合庫台南,1900.0,5,1000,1022,6805,2026-03-11
合庫高雄,1830.0,1000,0,1023,6805,2026-03-11
合庫高雄,1890.0,0,15,1023,6805,2026-03-11
合庫基隆,1875.0,0,10,1025,6805,2026-03-11
合庫彰化,1840.0,1000,0,1028,6805,2026-03-11
合庫彰化,1850.0,1050,0,1028,6805,2026-03-11
合庫彰化,1855.0,0,1000,1028,6805,2026-03-11
合庫彰化,1865.0,0,1000,1028,6805,2026-03-11
合庫彰化,1885.0,0,100,1028,6805,2026-03-11
合庫鳳山,1880.0,20,0,1029,6805,2026-03-11
合庫鳳山,1905.0,3,0,1029,6805,2026-03-11
合庫新竹,1870.0,1000,0,102A,6805,2026-03-11
合庫新竹,1875.0,2,0,102A,6805,2026-03-11
合庫新竹,1885.0,0,1000,102A,6805,2026-03-11
合庫新竹,1900.0,0,20,102A,6805,2026-03-11
合庫自強,1800.0,0,1000,102C,6805,2026-03-11
合庫自強,1875.0,1000,1000,102C,6805,2026-03-11
合庫自強,1880.0,0,5000,102C,6805,2026-03-11
合庫自強,1885.0,1050,0,102C,6805,2026-03-11
合庫自強,1900.0,10,0,102C,6805,2026-03-11
合庫自強,1910.0,0,2000,102C,6805,2026-03-11
合庫桃園,1875.0,1000,0,102E,6805,2026-03-11
合庫桃園,1885.0,0,100,102E,6805,2026-03-11
合庫桃園,1895.0,0,20,102E,6805,2026-03-11
合庫西台,1840.0,0,1000,102F,6805,2026-03-11
合庫西台,1850.0,0,1010,102F,6805,2026-03-11
合庫三重,1880.0,0,1000,102G,6805,2026-03-11
土銀,1800.0,1000,0,1030,6805,2026-03-11
土銀,1815.0,0,1000,1030,6805,2026-03-11
土銀,1875.0,0,1000,1030,6805,2026-03-11
土銀,1900.0,0,1000,1030,6805,2026-03-11
土銀台中,1880.0,20,40,1031,6805,2026-03-11
土銀台南,1890.0,0,1000,1032,6805,2026-03-11
土銀嘉義,1860.0,0,10,1034,6805,2026-03-11
