securities_trader,price,buy,sell,securities_trader_id,stock_id,date
合庫,51.2,1000,0,1020,2338,2026-03-05
合庫,51.7,13,0,1020,2338,2026-03-05
合庫,52.5,1030,9,1020,2338,2026-03-05
合庫,52.8,1000,0,1020,2338,2026-03-05
合庫,53.1,0,35,1020,2338,2026-03-05
合庫,53.3,0,1013,1020,2338,2026-03-05
合庫,53.4,0,160,1020,2338,2026-03-05
合庫台中,52.8,0,1000,1021,2338,2026-03-05
合庫台中,53.4,0,5000,1021,2338,2026-03-05
合庫台中,53.5,0,3000,1021,2338,2026-03-05
合庫台南,53.0,128,0,1022,2338,2026-03-05
合庫台南,53.4,128,0,1022,2338,2026-03-05
合庫台南,53.5,36000,0,1022,2338,2026-03-05
合庫高雄,53.4,2000,0,1023,2338,2026-03-05
合庫嘉義,51.9,2000,0,1024,2338,2026-03-05
合庫嘉義,52.0,0,2000,1024,2338,2026-03-05
合庫嘉義,53.0,20000,1000,1024,2338,2026-03-05
合庫嘉義,53.4,567,0,1024,2338,2026-03-05
合庫嘉義,53.5,0,1000,1024,2338,2026-03-05
合庫基隆,52.2,5000,0,1025,2338,2026-03-05
合庫基隆,52.5,1000,1000,1025,2338,2026-03-05
合庫基隆,52.6,5000,0,1025,2338,2026-03-05
合庫基隆,53.5,13000,0,1025,2338,2026-03-05
合庫彰化,51.9,0,2000,1028,2338,2026-03-05
合庫彰化,52.1,1000,0,1028,2338,2026-03-05
合庫彰化,52.3,2000,0,1028,2338,2026-03-05
合庫彰化,53.0,0,1000,1028,2338,2026-03-05
合庫鳳山,52.0,0,1000,1029,2338,2026-03-05
合庫鳳山,52.3,2000,0,1029,2338,2026-03-05
合庫鳳山,52.5,1000,0,1029,2338,2026-03-05
合庫鳳山,52.7,0,1000,1029,2338,2026-03-05
合庫鳳山,53.0,6000,0,1029,2338,2026-03-05
合庫新竹,53.5,1000,0,102A,2338,2026-03-05
合庫自強,51.0,1000,0,102C,2338,2026-03-05
合庫自強,51.4,3000,0,102C,2338,2026-03-05
合庫自強,52.0,0,1000,102C,2338,2026-03-05
合庫自強,53.5,0,3000,102C,2338,2026-03-05
合庫桃園,52.1,0,1000,102E,2338,2026-03-05
合庫桃園,52.7,1000,0,102E,2338,2026-03-05
合庫桃園,53.4,5000,0,102E,2338,2026-03-05
