securities_trader,price,buy,sell,securities_trader_id,stock_id,date
合庫,505.0,5000,1000,1020,2357,2026-01-27
合庫,507.0,1001,0,1020,2357,2026-01-27
合庫,509.0,25,0,1020,2357,2026-01-27
合庫,510.0,1000,0,1020,2357,2026-01-27
合庫台中,506.0,3010,0,1021,2357,2026-01-27
合庫台中,507.0,2130,30,1021,2357,2026-01-27
合庫台中,508.0,2030,0,1021,2357,2026-01-27
合庫台中,509.0,60,0,1021,2357,2026-01-27
合庫台南,504.0,0,1000,1022,2357,2026-01-27
合庫台南,507.0,1050,0,1022,2357,2026-01-27
合庫台南,508.0,6,0,1022,2357,2026-01-27
合庫高雄,506.0,2000,0,1023,2357,2026-01-27
合庫基隆,504.0,0,1000,1025,2357,2026-01-27
合庫基隆,506.0,1000,0,1025,2357,2026-01-27
合庫基隆,508.0,50,0,1025,2357,2026-01-27
合庫彰化,508.0,100,0,1028,2357,2026-01-27
合庫鳳山,505.0,1000,0,1029,2357,2026-01-27
合庫鳳山,507.0,100,300,1029,2357,2026-01-27
合庫鳳山,508.0,20,0,1029,2357,2026-01-27
合庫鳳山,510.0,0,6000,1029,2357,2026-01-27
合庫新竹,506.0,5,0,102A,2357,2026-01-27
合庫新竹,507.0,30,0,102A,2357,2026-01-27
合庫自強,507.0,200,0,102C,2357,2026-01-27
合庫自強,510.0,0,1000,102C,2357,2026-01-27
合庫桃園,505.0,0,5000,102E,2357,2026-01-27
合庫桃園,506.0,1000,0,102E,2357,2026-01-27
合庫桃園,507.0,50,0,102E,2357,2026-01-27
合庫桃園,508.0,300,30,102E,2357,2026-01-27
合庫西台,506.0,2,0,102F,2357,2026-01-27
合庫西台,507.0,1000,0,102F,2357,2026-01-27
合庫西台,508.0,202,1000,102F,2357,2026-01-27
合庫三重,508.0,1000,0,102G,2357,2026-01-27
土銀,505.0,1000,0,1030,2357,2026-01-27
土銀,512.0,0,1000,1030,2357,2026-01-27
土銀台南,509.0,0,100,1032,2357,2026-01-27
土銀玉里,507.0,0,1000,1036,2357,2026-01-27
土銀花蓮,508.0,150,0,1037,2357,2026-01-27
土銀士林,505.0,1000,0,1039,2357,2026-01-27
土銀士林,507.0,100,0,1039,2357,2026-01-27
土銀建國,508.0,0,1000,103A,2357,2026-01-27
土銀彰化,507.0,100,0,103B,2357,2026-01-27
土銀彰化,508.0,40,0,103B,2357,2026-01-27
土銀白河,507.0,100,0,103C,2357,2026-01-27
土銀南港,504.0,1000,0,103F,2357,2026-01-27
臺銀,504.0,1000,0,1040,2357,2026-01-27
臺銀,505.0,1000,0,1040,2357,2026-01-27
臺銀,506.0,9000,0,1040,2357,2026-01-27
臺銀,507.0,9310,50,1040,2357,2026-01-27
臺銀,508.0,3120,2000,1040,2357,2026-01-27
臺銀,509.0,10,0,1040,2357,2026-01-27
臺銀,511.0,0,1000,1040,2357,2026-01-27
臺銀臺南,504.0,1000,0,1042,2357,2026-01-27
臺銀臺南,505.0,1000,0,1042,2357,2026-01-27
臺銀臺南,506.0,0,1000,1042,2357,2026-01-27
臺銀臺南,507.0,2569,0,1042,2357,2026-01-27
臺銀臺南,508.0,1147,100,1042,2357,2026-01-27
臺銀臺南,509.0,2,0,1042,2357,2026-01-27
臺銀民權,505.0,1000,0,1043,2357,2026-01-27
臺銀民權,506.0,0,1000,1043,2357,2026-01-27
臺銀民權,507.0,350,0,1043,2357,2026-01-27
臺銀民權,511.0,0,1000,1043,2357,2026-01-27
臺銀民權,512.0,0,1000,1043,2357,2026-01-27
臺銀新竹,507.0,103,0,1045,2357,2026-01-27
臺銀新竹,508.0,99,650,1045,2357,2026-01-27
臺銀臺中,506.0,1103,1000,104A,2357,2026-01-27
臺銀臺中,507.0,163,0,104A,2357,2026-01-27
臺銀臺中,508.0,1029,0,104A,2357,2026-01-27
臺銀臺中,509.0,30,0,104A,2357,2026-01-27
臺銀臺中,510.0,0,1000,104A,2357,2026-01-27
臺銀高雄,505.0,1000,0,104C,2357,2026-01-27
臺銀高雄,506.0,9000,0,104C,2357,2026-01-27
臺銀高雄,507.0,287,300,104C,2357,2026-01-27
臺銀高雄,508.0,10,4,104C,2357,2026-01-27
臺銀高雄,509.0,0,1,104C,2357,2026-01-27
臺銀高雄,510.0,0,1000,104C,2357,2026-01-27
臺銀金山,505.0,0,1000,104D,2357,2026-01-27
臺銀金山,507.0,507,0,104D,2357,2026-01-27
臺銀金山,508.0,130,12,104D,2357,2026-01-27
臺銀金山,509.0,100,0,104D,2357,2026-01-27
企銀台中,505.0,2000,0,1111,2357,2026-01-27
企銀台中,508.0,10,0,1111,2357,2026-01-27
企銀台南,506.0,4000,0,1112,2357,2026-01-27
企銀台南,507.0,50,0,1112,2357,2026-01-27
企銀豐原,507.0,50,0,1118,2357,2026-01-27
企銀豐原,509.0,0,100,1118,2357,2026-01-27
企銀民雄,505.0,2000,0,111A,2357,2026-01-27
台企建成,505.0,1000,0,111B,2357,2026-01-27
企銀桃園,508.0,1,0,111E,2357,2026-01-27
彰銀七賢,504.0,1000,0,1232,2357,2026-01-27
彰銀七賢,509.0,0,1000,1232,2357,2026-01-27
彰銀七賢,511.0,0,1000,1232,2357,2026-01-27
彰銀台中,505.0,0,2000,1233,2357,2026-01-27
彰銀台中,507.0,23,0,1233,2357,2026-01-27
彰銀台中,509.0,510,0,1233,2357,2026-01-27
宏遠民生,506.0,1000,0,1261,2357,2026-01-27
宏遠桃園,508.0,30,0,1262,2357,2026-01-27
宏遠台南,508.0,300,0,126D,2357,2026-01-27
宏遠光隆,506.0,1000,0,126i,2357,2026-01-27
宏遠台中,504.0,1000,0,126L,2357,2026-01-27
宏遠台中,507.0,57,0,126L,2357,2026-01-27
宏遠台中,508.0,64,0,126L,2357,2026-01-27
宏遠台中,510.0,0,1000,126L,2357,2026-01-27
宏遠高雄,505.0,1000,0,126Q,2357,2026-01-27
宏遠高雄,507.0,100,0,126Q,2357,2026-01-27
宏遠高雄,508.0,35,1000,126Q,2357,2026-01-27
港麥格理,504.0,104000,39000,1360,2357,2026-01-27
港麥格理,505.0,47000,18000,1360,2357,2026-01-27
港麥格理,506.0,84000,22000,1360,2357,2026-01-27
港麥格理,507.0,33000,0,1360,2357,2026-01-27
美林,504.0,38000,15000,1440,2357,2026-01-27
美林,505.0,2000,0,1440,2357,2026-01-27
美林,506.0,13000,5000,1440,2357,2026-01-27
美林,507.0,24000,0,1440,2357,2026-01-27
美林,508.0,5000,0,1440,2357,2026-01-27
美林,510.0,2000,0,1440,2357,2026-01-27
美林,512.0,1000,0,1440,2357,2026-01-27
台灣摩根,504.0,61000,132000,1470,2357,2026-01-27
台灣摩根,505.0,7000,58000,1470,2357,2026-01-27
台灣摩根,506.0,77000,87000,1470,2357,2026-01-27
台灣摩根,507.0,36000,43000,1470,2357,2026-01-27
台灣摩根,508.0,5700,12000,1470,2357,2026-01-27
台灣摩根,509.0,6014,266,1470,2357,2026-01-27
台灣摩根,510.0,7000,1000,1470,2357,2026-01-27
台灣摩根,511.0,1000,1000,1470,2357,2026-01-27
台灣摩根,512.0,9000,0,1470,2357,2026-01-27
美商高盛,504.0,5000,72000,1480,2357,2026-01-27
美商高盛,505.0,2000,87000,1480,2357,2026-01-27
美商高盛,506.0,13000,105000,1480,2357,2026-01-27
美商高盛,507.0,25000,65000,1480,2357,2026-01-27
美商高盛,508.0,6000,11000,1480,2357,2026-01-27
美商高盛,509.0,8000,0,1480,2357,2026-01-27
美商高盛,510.0,37000,5000,1480,2357,2026-01-27
美商高盛,511.0,2000,6000,1480,2357,2026-01-27
美商高盛,512.0,2000,1000,1480,2357,2026-01-27
港商野村,504.0,7000,37000,1560,2357,2026-01-27
港商野村,505.0,11000,10000,1560,2357,2026-01-27
港商野村,506.0,21000,1000,1560,2357,2026-01-27
港商野村,507.0,13000,0,1560,2357,2026-01-27
港商野村,508.0,2000,0,1560,2357,2026-01-27
港商野村,510.0,1000,0,1560,2357,2026-01-27
花旗環球,504.0,0,40000,1590,2357,2026-01-27
花旗環球,505.0,0,37000,1590,2357,2026-01-27
花旗環球,506.0,2000,5000,1590,2357,2026-01-27
花旗環球,507.0,24000,0,1590,2357,2026-01-27
花旗環球,508.0,2000,0,1590,2357,2026-01-27
花旗環球,509.0,41,0,1590,2357,2026-01-27
花旗環球,510.0,2000,0,1590,2357,2026-01-27
瑞銀,504.0,17000,117000,1650,2357,2026-01-27
瑞銀,505.0,60000,84000,1650,2357,2026-01-27
瑞銀,506.0,17000,106000,1650,2357,2026-01-27
瑞銀,507.0,55190,83000,1650,2357,2026-01-27
瑞銀,508.0,1000,12000,1650,2357,2026-01-27
瑞銀,509.0,0,3000,1650,2357,2026-01-27
瑞銀,510.0,53000,10000,1650,2357,2026-01-27
瑞銀,511.0,41000,6000,1650,2357,2026-01-27
瑞銀,512.0,1000,1000,1650,2357,2026-01-27
亞東,504.0,1000,0,2180,2357,2026-01-27
亞東,508.0,10,0,2180,2357,2026-01-27
亞東板橋,505.0,1000,0,2181,2357,2026-01-27
亞東板橋,506.0,0,1000,2181,2357,2026-01-27
亞東板橋,507.0,120,0,2181,2357,2026-01-27
亞東板橋,508.0,100,0,2181,2357,2026-01-27
亞東新竹,507.0,10,1000,2184,2357,2026-01-27
亞東台中,508.0,10,0,2187,2357,2026-01-27
大展,507.0,20,0,5050,2357,2026-01-27
美好蘆洲,505.0,1000,0,5261,2357,2026-01-27
美好蘆洲,508.0,50,0,5261,2357,2026-01-27
美好蘆洲,510.0,0,1000,5261,2357,2026-01-27
美好泰山,506.0,1000,0,5263,2357,2026-01-27
美好泰山,507.0,10,0,5263,2357,2026-01-27
美好泰山,508.0,50,0,5263,2357,2026-01-27
美好高雄,507.0,3,0,5264,2357,2026-01-27
美好高雄,508.0,10,0,5264,2357,2026-01-27
美好中壢,508.0,0,220,5266,2357,2026-01-27
美好台南,507.0,0,1000,5268,2357,2026-01-27
美好富順,508.0,20,0,526K,2357,2026-01-27
美好富順,510.0,0,1000,526K,2357,2026-01-27
美好市政,505.0,1000,0,526M,2357,2026-01-27
高橋,505.0,1000,2000,5320,2357,2026-01-27
高橋,507.0,60,0,5320,2357,2026-01-27
高橋,512.0,1000,0,5320,2357,2026-01-27
高橋龍潭,507.0,100,400,5321,2357,2026-01-27
高橋中壢,508.0,1000,0,5322,2357,2026-01-27
高橋內壢,507.0,0,10,5323,2357,2026-01-27
第一金證,505.0,20000,0,5380,2357,2026-01-27
第一金證,506.0,2000,0,5380,2357,2026-01-27
第一金證,507.0,70,0,5380,2357,2026-01-27
第一金證,508.0,0,2,5380,2357,2026-01-27
第一員林,509.0,1,0,5381,2357,2026-01-27
第一台中,507.0,0,100,5382,2357,2026-01-27
第一台中,508.0,10,0,5382,2357,2026-01-27
第一高雄,505.0,1000,0,5383,2357,2026-01-27
第一高雄,507.0,2,0,5383,2357,2026-01-27
第一高雄,508.0,61,0,5383,2357,2026-01-27
第一台南,504.0,20000,0,5384,2357,2026-01-27
第一台南,507.0,50,0,5384,2357,2026-01-27
第一台南,509.0,25,0,5384,2357,2026-01-27
第一台南,511.0,0,5000,5384,2357,2026-01-27
第一桃園,508.0,10,40,5385,2357,2026-01-27
第一彰化,507.0,1000,0,5386,2357,2026-01-27
第一彰化,508.0,30,100,5386,2357,2026-01-27
第一彰化,509.0,1000,0,5386,2357,2026-01-27
第一彰化,510.0,0,1000,5386,2357,2026-01-27
第一澎湖,507.0,86,0,5387,2357,2026-01-27
第一澎湖,508.0,1,0,5387,2357,2026-01-27
第一中山,507.0,100,0,5389,2357,2026-01-27
第一新興,507.0,10,0,538A,2357,2026-01-27
第一新興,508.0,51,0,538A,2357,2026-01-27
第一新竹,507.0,100,0,538B,2357,2026-01-27
第一光復,509.0,6,0,538C,2357,2026-01-27
第一忠孝,505.0,1000,0,538D,2357,2026-01-27
第一忠孝,507.0,115,0,538D,2357,2026-01-27
第一忠孝,508.0,0,150,538D,2357,2026-01-27
第一自由,507.0,105,0,538E,2357,2026-01-27
第一自由,510.0,0,3000,538E,2357,2026-01-27
第一稻埕,504.0,1000,0,538F,2357,2026-01-27
第一稻埕,505.0,3000,0,538F,2357,2026-01-27
第一頭份,507.0,1000,1000,538I,2357,2026-01-27
第一頭份,508.0,25,100,538I,2357,2026-01-27
第一安和,507.0,3,0,538j,2357,2026-01-27
第一嘉義,507.0,15,0,538M,2357,2026-01-27
第一嘉義,508.0,50,50,538M,2357,2026-01-27
第一豐原,507.0,100,4,538N,2357,2026-01-27
第一豐原,508.0,20,0,538N,2357,2026-01-27
第一豐原,509.0,25,0,538N,2357,2026-01-27
第一豐原,510.0,0,200,538N,2357,2026-01-27
第一路竹,505.0,2000,0,538P,2357,2026-01-27
第一路竹,507.0,1010,0,538P,2357,2026-01-27
第一路竹,508.0,20,0,538P,2357,2026-01-27
第一華江,507.0,10,0,538W,2357,2026-01-27
第一中壢,505.0,0,1000,538Y,2357,2026-01-27
第一中壢,507.0,0,50,538Y,2357,2026-01-27
第一中壢,508.0,0,30,538Y,2357,2026-01-27
永興,504.0,1000,0,5600,2357,2026-01-27
永興水湳,507.0,200,0,5602,2357,2026-01-27
永興大墩,507.0,100,0,5604,2357,2026-01-27
日進,505.0,1000,0,5660,2357,2026-01-27
日進,506.0,1000,0,5660,2357,2026-01-27
日進,507.0,10,0,5660,2357,2026-01-27
統一,504.0,0,10000,5850,2357,2026-01-27
統一,505.0,3000,59000,5850,2357,2026-01-27
統一,506.0,4000,88000,5850,2357,2026-01-27
統一,507.0,0,6300,5850,2357,2026-01-27
統一,508.0,0,1100,5850,2357,2026-01-27
統一,510.0,0,1000,5850,2357,2026-01-27
統一高雄,507.0,1000,2050,5851,2357,2026-01-27
統一敦南,504.0,1000,0,5852,2357,2026-01-27
統一敦南,506.0,0,10000,5852,2357,2026-01-27
統一敦南,507.0,22,0,5852,2357,2026-01-27
統一中壢,507.0,0,1000,5853,2357,2026-01-27
統一中壢,508.0,100,0,5853,2357,2026-01-27
統一城中,506.0,1000,0,5854,2357,2026-01-27
統一台南,507.0,10,0,5855,2357,2026-01-27
統一台南,508.0,5,0,5855,2357,2026-01-27
統一台南,509.0,15,0,5855,2357,2026-01-27
統一台中,505.0,2000,0,5856,2357,2026-01-27
統一台中,507.0,12,0,5856,2357,2026-01-27
統一台中,510.0,0,1000,5856,2357,2026-01-27
統一新竹,505.0,1000,0,5857,2357,2026-01-27
統一新竹,508.0,200,10,5857,2357,2026-01-27
統一嘉義,504.0,0,1000,5858,2357,2026-01-27
統一嘉義,507.0,2004,0,5858,2357,2026-01-27
統一嘉義,508.0,100,10,5858,2357,2026-01-27
統一嘉義,511.0,0,20,5858,2357,2026-01-27
統一屏東,508.0,5,0,5859,2357,2026-01-27
統一基隆,507.0,2,0,585A,2357,2026-01-27
統一基隆,508.0,1000,0,585A,2357,2026-01-27
統一內湖,504.0,0,1000,585b,2357,2026-01-27
統一內湖,507.0,1000,0,585b,2357,2026-01-27
統一內湖,508.0,0,100,585b,2357,2026-01-27
統一仁愛,504.0,4000,0,585c,2357,2026-01-27
統一仁愛,505.0,4000,0,585c,2357,2026-01-27
統一仁愛,507.0,50,0,585c,2357,2026-01-27
統一新台中,504.0,1000,0,585D,2357,2026-01-27
統一新台中,508.0,25,0,585D,2357,2026-01-27
統一新台中,509.0,0,1000,585D,2357,2026-01-27
統一新台中,510.0,0,2000,585D,2357,2026-01-27
統一新營,506.0,1000,0,585E,2357,2026-01-27
統一新營,507.0,100,0,585E,2357,2026-01-27
統一彰化,505.0,0,1000,585F,2357,2026-01-27
統一彰化,506.0,100,0,585F,2357,2026-01-27
統一彰化,507.0,0,1,585F,2357,2026-01-27
統一彰化,508.0,1000,0,585F,2357,2026-01-27
統一平鎮,509.0,120,0,585g,2357,2026-01-27
統一員林,506.0,0,1000,585I,2357,2026-01-27
統一員林,507.0,50,3000,585I,2357,2026-01-27
統一員林,508.0,0,3000,585I,2357,2026-01-27
統一三重,504.0,1000,0,585J,2357,2026-01-27
統一竹南,507.0,25,0,585m,2357,2026-01-27
統一竹南,509.0,10,0,585m,2357,2026-01-27
統一士林,507.0,45,0,585M,2357,2026-01-27
統一士林,508.0,120,0,585M,2357,2026-01-27
統一士林,509.0,1000,0,585M,2357,2026-01-27
統一士林,510.0,1000,0,585M,2357,2026-01-27
統一板橋,507.0,3000,0,585P,2357,2026-01-27
統一板橋,509.0,0,4000,585P,2357,2026-01-27
統一三多,507.0,8,0,585Q,2357,2026-01-27
統一東湖,507.0,70,0,585R,2357,2026-01-27
統一東湖,508.0,1,5000,585R,2357,2026-01-27
統一宜蘭,507.0,4,0,585S,2357,2026-01-27
統一南京,505.0,1000,0,585U,2357,2026-01-27
統一南京,507.0,2000,0,585U,2357,2026-01-27
統一土城,505.0,0,2000,585Y,2357,2026-01-27
統一土城,508.0,100,0,585Y,2357,2026-01-27
統一松江,507.0,0,1000,585Z,2357,2026-01-27
元富,504.0,5000,0,5920,2357,2026-01-27
元富,506.0,1000,0,5920,2357,2026-01-27
元富,507.0,1002,1000,5920,2357,2026-01-27
元富高雄,506.0,0,100,5921,2357,2026-01-27
元富高雄,510.0,5,0,5921,2357,2026-01-27
元富高雄,511.0,0,30,5921,2357,2026-01-27
元富新店,504.0,5000,0,5922,2357,2026-01-27
元富新店,506.0,5,0,5922,2357,2026-01-27
元富新店,507.0,5,0,5922,2357,2026-01-27
元富三重,507.0,60,0,5923,2357,2026-01-27
元富三重,508.0,2,200,5923,2357,2026-01-27
元富三重,509.0,29,0,5923,2357,2026-01-27
元富台中,507.0,150,0,5925,2357,2026-01-27
元富台中,511.0,2,0,5925,2357,2026-01-27
元富林園,507.0,50,0,5927,2357,2026-01-27
元富新莊,508.0,10,600,5928,2357,2026-01-27
元富台南,506.0,5000,0,5929,2357,2026-01-27
元富台南,508.0,0,100,5929,2357,2026-01-27
元富松德,506.0,1000,0,592a,2357,2026-01-27
元富松德,507.0,400,0,592a,2357,2026-01-27
元富松德,509.0,684,0,592a,2357,2026-01-27
元富松德,510.0,914,0,592a,2357,2026-01-27
元富板橋,504.0,0,3000,592b,2357,2026-01-27
元富板橋,507.0,230,0,592b,2357,2026-01-27
元富板橋,508.0,100,0,592b,2357,2026-01-27
元富永和,504.0,1000,0,592B,2357,2026-01-27
元富永和,505.0,1000,0,592B,2357,2026-01-27
元富永和,509.0,10,0,592B,2357,2026-01-27
元富永和,511.0,0,1000,592B,2357,2026-01-27
元富烏日,506.0,10,0,592c,2357,2026-01-27
元富潮洲,505.0,2000,0,592C,2357,2026-01-27
元富潮洲,507.0,10,0,592C,2357,2026-01-27
元富大昌,507.0,2,99,592D,2357,2026-01-27
元富大昌,508.0,25,0,592D,2357,2026-01-27
元富城中,506.0,50,0,592E,2357,2026-01-27
元富城中,507.0,150,0,592E,2357,2026-01-27
元富城中,508.0,100,1000,592E,2357,2026-01-27
元富中原,507.0,3,0,592g,2357,2026-01-27
元富中原,508.0,10,0,592g,2357,2026-01-27
元富信義,507.0,2,0,592H,2357,2026-01-27
元富信義,508.0,47,0,592H,2357,2026-01-27
元富信義,509.0,0,100,592H,2357,2026-01-27
元富中港,504.0,1000,0,592i,2357,2026-01-27
元富中港,508.0,20,0,592i,2357,2026-01-27
元富嘉義,505.0,1000,0,592I,2357,2026-01-27
元富嘉義,506.0,1000,0,592I,2357,2026-01-27
元富嘉義,507.0,5,200,592I,2357,2026-01-27
元富嘉義,508.0,5,0,592I,2357,2026-01-27
元富嘉義,509.0,5,0,592I,2357,2026-01-27
元富大裕,507.0,2011,0,592l,2357,2026-01-27
元富大裕,509.0,1000,0,592l,2357,2026-01-27
元富中壢,506.0,1000,0,592L,2357,2026-01-27
元富成功,508.0,4,0,592m,2357,2026-01-27
元富成功,509.0,2,0,592m,2357,2026-01-27
元富彰化,509.0,5,0,592M,2357,2026-01-27
元富西松,505.0,1000,0,592n,2357,2026-01-27
元富西松,507.0,4,0,592n,2357,2026-01-27
元富西松,508.0,8,0,592n,2357,2026-01-27
元富西松,510.0,1000,0,592n,2357,2026-01-27
元富虎尾,505.0,0,2000,592N,2357,2026-01-27
元富虎尾,507.0,10,0,592N,2357,2026-01-27
元富虎尾,508.0,0,2,592N,2357,2026-01-27
元富新興,504.0,10000,0,592o,2357,2026-01-27
元富新興,508.0,30,0,592o,2357,2026-01-27
元富屏東,507.0,1110,0,592q,2357,2026-01-27
元富敦南,505.0,1000,0,592Q,2357,2026-01-27
元富敦南,506.0,0,1000,592Q,2357,2026-01-27
元富敦南,507.0,20,0,592Q,2357,2026-01-27
元富敦南,510.0,1000,0,592Q,2357,2026-01-27
元富城東,506.0,6,0,592r,2357,2026-01-27
元富城東,507.0,89,15,592r,2357,2026-01-27
元富城東,508.0,2055,0,592r,2357,2026-01-27
元富基隆,507.0,30,0,592S,2357,2026-01-27
元富基隆,508.0,0,50,592S,2357,2026-01-27
元富世貿,506.0,1000,0,592u,2357,2026-01-27
元富世貿,511.0,0,1000,592u,2357,2026-01-27
元富宜蘭,507.0,52,200,592U,2357,2026-01-27
元富桃園,505.0,0,6000,592v,2357,2026-01-27
元富桃園,506.0,5,0,592v,2357,2026-01-27
元富桃園,508.0,0,100,592v,2357,2026-01-27
元富佳里,508.0,1000,0,592w,2357,2026-01-27
元富佳里,511.0,0,1000,592w,2357,2026-01-27
元富吉利,506.0,0,60,592W,2357,2026-01-27
元富草屯,507.0,0,2,592X,2357,2026-01-27
元富花蓮,507.0,30,0,592y,2357,2026-01-27
元富埔里,507.0,100,0,592Y,2357,2026-01-27
元富文心,508.0,0,50,592z,2357,2026-01-27
元富安南,507.0,30,0,592Z,2357,2026-01-27
元富安南,508.0,100,0,592Z,2357,2026-01-27
?亞網路,507.0,20,400,6012,2357,2026-01-27
?亞網路,508.0,100,0,6012,2357,2026-01-27
?亞網路,510.0,0,1000,6012,2357,2026-01-27
?亞網路,511.0,0,1000,6012,2357,2026-01-27
?亞鑫豐,507.0,130,0,601d,2357,2026-01-27
?亞鑫豐,508.0,1000,0,601d,2357,2026-01-27
?亞鑫豐,509.0,6,0,601d,2357,2026-01-27
台中銀,507.0,7,100,6110,2357,2026-01-27
中銀員林,507.0,1100,0,6114,2357,2026-01-27
中銀員林,508.0,10,0,6114,2357,2026-01-27
中銀豐原,506.0,1,0,611A,2357,2026-01-27
