securities_trader,price,buy,sell,securities_trader_id,stock_id,date
合庫,1500.0,1000,0,1020,2454,2026-01-05
合庫,1505.0,500,0,1020,2454,2026-01-05
合庫,1510.0,4250,10000,1020,2454,2026-01-05
合庫,1515.0,3995,1605,1020,2454,2026-01-05
合庫,1520.0,2135,1320,1020,2454,2026-01-05
合庫,1525.0,2716,2886,1020,2454,2026-01-05
合庫,1530.0,0,4000,1020,2454,2026-01-05
合庫台中,1505.0,1000,50,1021,2454,2026-01-05
合庫台中,1510.0,1230,80,1021,2454,2026-01-05
合庫台中,1515.0,1210,1404,1021,2454,2026-01-05
合庫台中,1520.0,0,4482,1021,2454,2026-01-05
合庫台中,1525.0,1050,2305,1021,2454,2026-01-05
合庫台中,1530.0,0,4000,1021,2454,2026-01-05
合庫台南,1500.0,0,1000,1022,2454,2026-01-05
合庫台南,1505.0,0,1010,1022,2454,2026-01-05
合庫台南,1510.0,3000,10,1022,2454,2026-01-05
合庫台南,1515.0,0,170,1022,2454,2026-01-05
合庫台南,1520.0,1000,637,1022,2454,2026-01-05
合庫台南,1525.0,87,2162,1022,2454,2026-01-05
合庫台南,1530.0,7,50,1022,2454,2026-01-05
合庫高雄,1505.0,1000,0,1023,2454,2026-01-05
合庫高雄,1510.0,5,2151,1023,2454,2026-01-05
合庫高雄,1515.0,5050,3495,1023,2454,2026-01-05
合庫高雄,1520.0,100,5765,1023,2454,2026-01-05
合庫高雄,1525.0,250,5030,1023,2454,2026-01-05
合庫高雄,1530.0,10000,2000,1023,2454,2026-01-05
合庫嘉義,1505.0,10,60,1024,2454,2026-01-05
合庫嘉義,1510.0,5,60,1024,2454,2026-01-05
合庫嘉義,1515.0,1020,220,1024,2454,2026-01-05
合庫嘉義,1520.0,10,95,1024,2454,2026-01-05
合庫嘉義,1525.0,10,45,1024,2454,2026-01-05
合庫嘉義,1530.0,0,1000,1024,2454,2026-01-05
合庫基隆,1505.0,0,36,1025,2454,2026-01-05
合庫基隆,1510.0,330,0,1025,2454,2026-01-05
合庫基隆,1515.0,135,1230,1025,2454,2026-01-05
合庫基隆,1520.0,10,155,1025,2454,2026-01-05
合庫基隆,1525.0,3000,440,1025,2454,2026-01-05
合庫彰化,1510.0,0,100,1028,2454,2026-01-05
合庫彰化,1515.0,25,100,1028,2454,2026-01-05
合庫彰化,1520.0,25,130,1028,2454,2026-01-05
合庫彰化,1525.0,400,95,1028,2454,2026-01-05
合庫彰化,1530.0,0,1000,1028,2454,2026-01-05
合庫鳳山,1505.0,100,100,1029,2454,2026-01-05
合庫鳳山,1510.0,0,245,1029,2454,2026-01-05
合庫鳳山,1515.0,300,170,1029,2454,2026-01-05
合庫鳳山,1520.0,1101,5910,1029,2454,2026-01-05
合庫鳳山,1525.0,0,1237,1029,2454,2026-01-05
合庫鳳山,1530.0,0,1000,1029,2454,2026-01-05
合庫新竹,1500.0,1000,0,102A,2454,2026-01-05
合庫新竹,1505.0,10,10,102A,2454,2026-01-05
合庫新竹,1510.0,23,0,102A,2454,2026-01-05
合庫新竹,1515.0,5,315,102A,2454,2026-01-05
合庫新竹,1520.0,0,1246,102A,2454,2026-01-05
合庫新竹,1525.0,1202,1187,102A,2454,2026-01-05
合庫新竹,1530.0,2,0,102A,2454,2026-01-05
合庫自強,1505.0,0,20,102C,2454,2026-01-05
合庫自強,1510.0,1100,100,102C,2454,2026-01-05
合庫自強,1515.0,3100,1464,102C,2454,2026-01-05
合庫自強,1520.0,0,1330,102C,2454,2026-01-05
合庫自強,1525.0,1170,1250,102C,2454,2026-01-05
合庫自強,1530.0,0,2000,102C,2454,2026-01-05
合庫桃園,1505.0,0,10,102E,2454,2026-01-05
合庫桃園,1510.0,1135,91,102E,2454,2026-01-05
合庫桃園,1515.0,118,152,102E,2454,2026-01-05
合庫桃園,1520.0,2,1291,102E,2454,2026-01-05
合庫桃園,1525.0,1000,1551,102E,2454,2026-01-05
合庫桃園,1530.0,0,2060,102E,2454,2026-01-05
合庫西台,1505.0,0,2000,102F,2454,2026-01-05
合庫西台,1510.0,200,0,102F,2454,2026-01-05
合庫西台,1515.0,1410,1170,102F,2454,2026-01-05
合庫西台,1520.0,1010,195,102F,2454,2026-01-05
合庫西台,1525.0,2326,1036,102F,2454,2026-01-05
合庫三重,1505.0,0,150,102G,2454,2026-01-05
合庫三重,1510.0,0,50,102G,2454,2026-01-05
合庫三重,1515.0,10,230,102G,2454,2026-01-05
合庫三重,1520.0,0,460,102G,2454,2026-01-05
合庫三重,1525.0,1055,674,102G,2454,2026-01-05
