公司代號,公司簡稱,產業別,住址,發言人,實收資本額,已發行普通股數
8071,能率網通,28,新北市汐止區康寧街169巷27號13樓之一,胡湘麒,"$600,842,830","60,084,283"
8074,鉅橡,28,台南市佳里區海澄里萊芊寮12-27號,馮興運,"$809,744,660","80,974,466"
8076,伍豐,25,新北市汐止區新台五路一段七十五號十樓,賴盈甫,"$2,922,135,920","292,213,592"
8077,洛碁,16,臺北市中山區南京東路2段69號3樓,崔潔民,"$219,456,690","21,945,669"
8080,泰霖,14,台北市中山區植福路308號3樓,蕭美智,"$671,638,210","67,163,821"
8083,瑞穎,5,新北市新莊區新北產業園區五權三路八號,楊金義,"$351,331,930","35,133,193"
8084,巨虹,29,新北市中和區連城路258號9樓之1,陳敏俊,"$695,141,490","69,514,149"
8085,福華,31,台北市中山北路三段22號,宋成璽,"$1,399,830,600","139,983,060"
8086,宏捷科,24,南部科學園區台南市新市區大利一路6號,薛文翔,"$1,965,161,230","196,516,123"
8087,麗升能源,35,110404台北市信義區松高路1號10樓之1,邱美雅,"$389,853,420","38,985,342"
8088,品安,24,台北市內湖區成功路五段４６０號 9 樓,吳惠珠,"$609,217,499","60,921,749"
8089,康全電訊,27,新北市三重區重新路5段609巷10號3樓之1,王淑靜,"$659,987,180","65,998,718"
8091,翔名,24,新竹巿香山區牛埔南路221號,吳予彤,"$527,601,140","52,760,114"
8092,建暐,31,高雄市鳳山區鎮北里鎮北北巷20-16號,張宏傑,"$571,723,250","57,172,325"
8093,保銳,28,桃園市桃園區經國路888號2樓之1,張智雅,"$365,675,670","36,567,567"
8096,擎亞,29,台北市南港區園區街3-2號13樓,陳鴻義,"$1,493,430,660","149,343,066"
8097,常珵,27,新北市樹林區博愛街236號1樓,李靜宜,"$638,024,680","63,802,468"
8099,大世科,30,台北市中山北路三段22號,許秋嬋,"$1,000,728,000","100,072,800"
8102,傑霖科技,24,新北巿中和區建一路179號8樓,陳崇文,"$233,583,500","23,358,350"
8107,大億金茂,5,台南市南區新樂路39號,劉茵姍,"$750,000,000","75,000,000"
8109,博大,28,台中市工業區22路36號,吳忠原,"$821,612,360","82,161,236"
8111,立碁,26,238新北市樹林區博愛街238號,黃冠甄,"$1,091,022,230","109,102,223"
8121,越峰,28,台北市內湖區基湖路39號8樓,王敏華,"$2,129,937,430","212,993,743"
8147,正淩,28,新北市汐止區康寧街169巷1號5樓,劉偉豪,"$410,786,660","41,078,666"
8155,博智,28,桃園市龍潭區烏林里工二路128號,林于凱,"$557,675,500","55,767,550"
8171,天宇,35,新北市新店區民權路130巷8號5樓,劉奇威,"$1,128,533,260","112,853,326"
8176,智捷,27,30078新竹市科學工業園區新安路8號5樓,吳佳芳,"$717,010,000","71,701,000"
8182,加高,28,高雄市大寮區大發工業區華東路39號,陳毓宏,"$1,070,412,150","107,041,215"
8183,精星,31,新竹縣湖口鄉鳳凰村實踐路12號,黃伯彰,"$1,212,510,680","121,251,068"
8227,巨有科技,24,台北市內湖路一段88號8樓,宋志翔,"$395,430,000","39,543,000"
8234,新漢,25,新北市中和區中正路920號9樓,陳原彬,"$1,412,264,720","141,226,472"
8240,華宏,26,高雄市前金區中正四路235號11樓6-7室,林志明,"$1,000,044,140","100,004,414"
8255,朋程,5,桃園市蘆竹區南崁路2段22號1樓,吳憲忠,"$1,017,974,800","101,797,480"
8272,全景軟體,30,新竹科學園區新竹縣寶山鄉園區二路48號2樓,楊文和,"$189,977,550","18,997,755"
8277,商丞,24,台北市內湖區瑞光路513巷22弄5號3樓之6,謝大偉,"$916,288,330","91,628,833"
8279,生展,22,台南市新營區開元路154號A棟,吳介尊,"$271,008,510","27,100,851"
8284,三竹,30,台北市中山區新生北路二段39號11樓,方和慶,"$463,420,000","46,342,000"
8289,泰藝,28,新北市樹林區樹潭街5號,楊麗菊,"$683,337,650","68,333,765"
8291,尚茂,28,桃園市大園區濱海路二段208號,胡志強,"$174,784,500","17,478,450"
8299,群聯,24,新竹縣竹北市復興一街251號10樓之6,于志強,"$2,079,733,280","207,973,328"
8342,益張,20,彰化縣埤頭鄉崙腳村興工路四號,蘇明宏,"$335,366,920","33,536,692"
8349,恒耀國際,10,台南市東區長榮路一段203號3樓,許繼文,"$2,188,213,910","208,821,391"
8354,冠好,20,南投縣南投市成功三路239號,何志平,"$785,322,630","78,532,263"
8358,金居,28,台北市內湖區瑞光路392號18樓,李思賢,"$2,525,880,000","252,588,000"
8383,千附,24,桃園市蘆竹區南崁路一段99號9樓,龔慧慈,"$1,137,604,820","113,760,482"
8390,金益鼎,35,新竹市西濱路六段五九九號,莊瑞瑾,"$961,161,280","96,116,128"
8401,白紗科,20,台中市太平區祥順路1段116號,賴富美,"$706,690,580","70,669,058"
8403,盛弘,22,桃園市經國路168號19樓,何偉光,"$1,376,403,430","137,640,343"
8409,商之器,22,(11493)台北市內湖路一段516號5樓,陳迪智,"$320,000,000","32,000,000"
8410,森田,25,台南市安南區科技五路85號,陳俊雄,"$365,892,000","36,589,200"
8415,大國鋼,10,(717)台南市仁德區義林路122號,張地金,"$10,315,000,000","1,031,500,000"
8416,實威,30,台北市內湖區行愛路78巷28號5樓之5,許泰源,"$282,107,100","28,210,710"
8421,旭源,20,新竹縣新埔鎮新龍路98巷33弄10號,楊素鍰,"$548,171,400","54,817,140"
8423,保綠-KY,35,"Cannon Place, P.O.Box712,North Sound Rd., Grand Cayman",李雲山,"$417,140,300","41,714,030"
8424,惠普,14,台北市內湖區新湖一路8號5樓,許嘉明,"$360,543,680","36,054,368"
8426,紅木-KY,20,"One Nexus Way Camana Bay, Grand Cayman, Cayman Islands",蘇聰明,"$502,425,000","50,242,500"
8431,匯鑽科,31,台北市內湖區新湖一路151號7樓,俞伯璋,"$487,783,310","48,778,331"
8432,東生華,22,台北市南港區園區街3之1號3樓之1,高榮良,"$383,981,400","38,398,140"
8433,弘帆,38,台北市內湖區內湖路一段360巷17號5樓,曹雪芳,"$542,128,740","54,212,874"
8435,鉅邁,20,新北市汐止區新台五路一段77號5樓之4,楊鵑菱,"$317,004,500","31,700,450"
8436,大江,22,(11494)台北市內湖區港墘路187號8樓,邱薇穎,"$1,177,288,300","117,728,830"
8437,大地-KY,20,台北市衡陽路51號11樓217室,范文奇,"$470,140,700","47,014,070"
8440,綠電,35,32669桃園市楊梅區頭湖里泰圳路313巷128號,陳俊龍,"$502,552,990","50,255,299"
8444,綠河-KY,20,"222 Moo 4, T.Thachang, A.Bangklum, Songkhla, Thailand",王聖豐,"$1,111,668,450","111,166,845"
8446,華研,32,(104)台北市中山區建國北路二段135號15樓,李首賢,"$529,144,050","52,914,405"
8450,霹靂,32,新北市汐止區新台五路一段95號32樓,黃文章,"$513,099,470","51,309,947"
8455,大拓-KY,31,"190 ElginAvenue,George Town, Grand Cayman KY1-9005,Cayman",尾崎史照,"$252,190,560","25,219,056"
8472,夠麻吉,36,新北市新店區北新路2段262號2樓之6,施凱文,"$177,358,000","17,735,800"
8477,創業家,36,台南市仁德區中山路6號4樓,蔡忠佑,"$641,706,160","64,170,616"
8489,三貝德,20,新北市三重區重新路五段609巷2號5樓,欽憶弘,"$592,988,970","59,298,897"
8905,裕國,20,台中市西屯區工業二路三號,楊盛昌,"$1,194,400,000","119,440,000"
8906,花王,20,新北市土城區中山路六十五號,莊秋賢,"$440,373,700","44,037,370"
8908,欣雄,23,高雄市鳳山區國泰路一段99號,王定中,"$3,153,327,420","315,332,742"
8916,光隆,20,台北市敦化南路二段105號16樓,李柏彥,"$1,502,109,510","149,948,391"
8917,欣泰,23,新北市土城區中華路2段221號,王際誠,"$1,626,524,590","162,652,459"
8921,沈氏,20,新北市土城區中央路1段365巷7號3樓,方世調,"$465,921,590","46,592,159"
8923,時報,32,台北市萬華區和平西路3段240號1至7樓,黃振元,"$303,758,000","30,375,800"
8924,大田,37,屏東縣內埔鄉豐田村建富路8號,鍾政義,"$838,000,000","83,800,000"
8927,北基,23,新北市板橋區新海路137號,廖順慶,"$4,277,963,670","427,796,367"
8928,鉅明,37,高雄市大寮區大寮區和業八路8號,顏志憲,"$508,540,150","50,854,015"
8929,富堡,20,台北市中正區忠孝東路2段130號2樓之3,葉倚妡,"$505,808,620","50,580,862"
8930,青鋼,10,台南市官田區二鎮里工業路九號,施俊男,"$818,094,060","81,809,406"
8931,大汽電,23,桃園市大園區北港里14鄰潮音北路276號,張世陽,"$1,222,548,620","122,254,862"
8932,智通*,20,台北市內湖區洲子街196號7樓,陳淑雯,"$894,908,210","178,981,642"
8933,愛地雅,37,台中市梧棲區草湳里港埠路一段497號,賴名美,"$3,267,243,050","326,724,305"
8935,邦泰,20,台中市潭子區豐興路二段龍興巷23-6號,洪敬程,"$1,134,950,000","113,495,000"
8936,國統,20,屏東縣新園鄉媽祖路400號,黃富貞,"$2,480,781,570","248,078,157"
8937,合騏,20,嘉義縣義竹鄉義竹工業區義工二路二號,王惠明,"$1,079,200,680","107,920,068"
8938,明安,37,高雄市小港區中林路26號,周益男,"$1,569,864,900","156,986,490"
8941,關中,38,台北市內湖區瑞光路298號9樓,謝嘉維,"$349,720,710","34,972,071"
8942,森鉅,20,台南市仁德區中山路10巷16號,陳啟煌,"$1,988,422,550","198,842,255"
9949,琉園,32,新北市永和區成功路一段80號22樓,王永山,"$440,333,600","44,033,360"
9950,萬國通,3,台南市711歸仁區中正南路二段1號,謝奇諺,"$1,677,160,000","167,716,000"
9951,皇田,5,台南市永康區王行里16鄰永科五路6號,許竹如,"$733,000,000","73,300,000"
9960,邁達康,37,高雄市苓雅區海邊路29號2樓,黃瓊瑤,"$335,925,000","33,592,500"
9962,有益,10,高雄市永安區永工十路2號,張睿芯,"$902,202,600","90,220,260"
