公司代號,公司簡稱,產業別,住址,發言人,實收資本額,已發行普通股數
1240,茂生農經,33,台北市和平西路一段三十號二樓,林信鴻,"$442,323,730","44,232,373"
1259,安心,16,台北市南港區經貿二路66號16樓之3,高順興,"$323,895,000","32,389,500"
1264,德麥,2,新北市五股區五權五路31號,邱俊榮,"$370,523,670","37,052,367"
1268,漢來美食,16,高雄市前金區成功一路266號21樓之1,柯柏良,"$422,237,300","42,223,730"
1294,漢田生技,2,彰化縣溪湖鎮西溪里工業路101號,王國華,"$305,715,630","30,571,563"
1295,生合,2,高雄市路竹區北嶺六路82號,張秀如,"$344,748,000","34,474,800"
1336,台翰,28,桃園市龜山區民生北路一段568號1樓,李晉誠,"$776,144,190","77,614,419"
1565,精華,22,新北市汐止區大同路一段276之2號4、5樓,周華玲,"$504,165,160","50,416,516"
1569,濱川,25,高雄市大寮區大發工業區興業路二號,李璠,"$1,325,474,410","132,547,441"
1570,力肯,5,新北市八里區博物館路81號,林婉菁,"$515,008,390","51,500,839"
1580,新麥,5,新北市五股區五權六路23號,蕭淑娟,"$493,392,420","49,339,242"
1584,精剛,20,台南市柳營區工一路15號(環保科技園區),邱俊宏,"$2,324,705,330","232,470,533"
1586,和勤,5,彰化縣伸港鄉興工路40號,鄭婷勻,"$1,068,494,670","106,849,467"
1591,駿吉-KY,5,"Suite 102, Cannon Place, North Sound Rd., George Town",陳志德,"$380,480,470","38,048,047"
1593,祺驊,37,新竹縣湖口鄉德興路231號,黃寧民,"$397,847,720","39,784,772"
1595,川寶,28,桃園市蘆竹區長興路三段277巷33號,簡麗真,"$541,819,800","54,181,980"
1599,宏佳騰,5,台南市山上區南洲里南洲41號,林佳慧,"$745,287,640","74,528,764"
1742,台蠟,21,桃園市大園區中山南路二段610號3樓,曾柏堯,"$926,713,000","92,671,300"
1777,生泰,22,台南市新營區開元路168號,蕭振明,"$445,917,130","44,591,713"
1781,合世,22,新北市中和區建一路186號9樓,李淑芬,"$474,076,050","47,407,605"
1784,訊聯,22,台北市內湖區新湖一路36巷28號1樓,康清原,"$531,211,910","53,121,191"
1785,光洋科,31,台南市安南區工業三路1號,;峰,"$5,960,022,430","596,002,243"
1788,杏昌,22,新北市三重區重新路5段609巷2號8樓之2,李映芬,"$445,209,710","44,520,971"
1796,金穎生技,2,台南市新營區新工路33號,蕭興義,"$414,597,930","41,459,793"
1799,易威,22,新竹科學園區新竹市東區研發二路10號1樓,吳雪君,"$1,246,895,270","124,689,527"
1813,寶利徠,22,33759桃園市大園區南港里11鄰長發路406號,倪鏡如,"$466,355,100","46,635,510"
1815,富喬,28,雲林縣斗六市榴南里斗工十六路8號,胡銘倫,"$5,848,862,540","584,886,254"
2035,唐榮公司,10,高雄市小港區沿海二路四號,劉岳前,"$3,500,000,000","350,000,000"
2061,風青,6,高雄市苓雅區新光路38號30樓之4,蔡玉賢,"$573,780,520","57,378,052"
2063,世鎧精密,10,高雄市岡山區本洲里本工一路一號,鄭守傑,"$481,014,530","48,101,453"
2064,晉椿,10,50544彰化縣鹿港鎮鹿工路24號,陳譽,"$693,300,000","69,330,000"
2065,世豐,10,(82547)高雄市橋頭區頂鹽里復興西路810號,陳秀珠,"$635,167,070","63,516,707"
2066,世德,5,高雄市大寮區(831)大發工業區華西路20號,陳怡樺,"$444,495,270","44,449,527"
2067,嘉鋼,5,(62155)嘉義縣民雄鄉民雄工業區成功二街21號,陳龍芳,"$451,381,770","45,138,177"
2070,精湛,5,高雄市湖內區忠孝街110巷58號,許宏安,"$357,828,000","35,782,800"
2073,雄順,10,高雄市路竹區順安路393號,林上文,"$275,000,000","27,500,000"
2221,大甲,20,台中市大甲區幼獅路69號,鍾志清,"$423,250,000","42,325,000"
2230,泰茂,5,(72046)台南市官田區二鎮里實踐街10號,呂萬傑,"$680,296,050","68,029,605"
2235,謚源,5,33378桃園市龜山區大華里頂湖路24號,王妤暄,"$358,780,000","35,878,000"
2596,綠意,14,台北市市民大道五段69號2樓,許志豪,"$1,000,000,000","100,000,000"
2640,大車隊,36,台北市中山區長安東路二段162號2樓,林念臻,"$592,649,560","59,264,956"
2641,正德,15,(802)高雄市苓雅區海邊路31號3樓,林勝鶴,"$3,271,316,890","327,131,689"
2643,捷迅,15,台北市內湖區瑞光路34號4樓,葉子菁,"$350,000,000","35,000,000"
2718,全心投控,14,台北市松山區八德路三段30號7樓,劉潔芝,"$875,760,000","87,576,000"
2719,燦星旅,16,台北市中山區民生東路二段161、163號7樓,羅俊英,"$691,825,000","69,182,500"
2724,藝舍-KY,20,新北市板橋區華江一路111號13樓之6,賴運興,"$596,563,450","59,656,345"
2726,雅茗-KY,16,臺北市內湖區新湖一路77號6樓,江錫毅,"$379,224,540","37,922,454"
2729,瓦城,16,新北市中和區建一路176號7樓之1,羅琬萱,"$430,407,830","43,040,783"
2732,六角,16,新竹縣竹北市高鐵九路98號,謝婷韻,"$465,185,700","46,518,570"
2734,易飛網,16,台北市中正區衡陽路51號2樓之1,周昀生,"$572,597,600","57,259,760"
2736,富野,16,臺東縣臺東市復興路38號6樓,劉怡君,"$799,722,300","79,972,230"
2740,華軒,16,新北市林口區公園路159號,陳朝泉,"$143,020,160","14,302,016"
2743,山富,16,台北市中山區南京東路二段85號4樓,李慶良,"$468,152,100","46,815,210"
2745,五福,16,"高雄市三民區博愛一路28號2,3樓",錢緯銘,"$338,085,260","33,808,526"
2751,王座,16,台北市信義區基隆路二段51號4樓之2,林子恒,"$197,350,000","19,735,000"
2752,豆府,16,台北市中山區民權東路二段42號4樓,蘇凡鈞,"$266,938,610","26,693,861"
2754,亞洲藏壽司,16,台北市中山區中山北路3段32號6樓及6樓之1,野島茂,"$468,670,000","46,867,000"
2755,揚秦,16,桃園市中壢區合江路16號,蔡國憲,"$368,287,110","36,828,711"
2756,聯發國際,16,新北市汐止區新台五路一段95號18樓之7,陳聖中,"$245,975,840","24,597,584"
2916,滿心,38,新北市五股區五權六路十八號,郭建隆,"$646,268,780","64,626,878"
2924,宏太-KY,38,台北市中山區中山北路二段46號10樓,曾毓文,"$520,359,340","52,035,934"
2926,誠品生活,32,臺北市信義區松德路204號B1,吳立傑,"$473,896,500","47,389,650"
2937,集雅社,38,高雄市苓雅區中正一路265號1樓,何政鋒,"$435,419,750","43,541,975"
2941,米斯特,38,台中市西屯區市政北二路236號22樓之1,林瑞達,"$153,900,000","15,390,000"
2947,振宇五金,38,台中市西屯區環中路二段27號,洪珮芳,"$214,930,600","21,493,060"
2948,寶陞,38,台北市信義區忠孝東路五段508號16樓,黃楷倫,"$310,000,000","31,000,000"
2949,欣新網,36,台北市信義區東興路45號6樓,游偉民,"$306,411,000","30,641,100"
3064,泰偉,32,新北市三重區興德路111-1號10樓,林佑翔,"$130,114,510","13,011,451"
3066,李洲,26,新北市汐止區新台五路一段97號27樓,李明順,"$830,706,120","83,070,612"
3067,全域,31,新北市三重區興德路96號3樓,高維宏,"$200,000,000","20,000,000"
3071,協禧,25,屏東市橋南里工業六路東段六號,蔡政宏,"$1,100,000,000","110,000,000"
3073,天方能源,35,台北市中山區吉林路99號3樓,徐韋吉,"$395,110,280","39,511,028"
3078,僑威,28,桃園市桃園區幸福路208號13樓,楊丹純,"$2,273,910,640","227,391,064"
3081,聯亞,27,台南市善化區南科九路12號,楊吉裕,"$925,172,770","92,517,277"
3083,網龍,32,台北市南港區南港路三段四十七巷二號四樓,呂學森,"$864,868,580","86,486,858"
3085,新零售,36,台北市內湖區新湖一路128巷15號6樓,李雲琴,"$690,192,880","69,019,288"
3086,華義,32,台北市內湖區行愛路141巷39號6樓,李俊德,"$272,710,510","272,710,510"
3088,艾訊,25,新北市汐止區南興路55號8樓,黃士青,"$1,080,790,170","108,079,017"
3093,港建*,31,桃園市蘆竹區南崁路2段66號5樓之4,廖豐瑩,"$362,888,940","145,155,576"
3095,及成,27,新北市中和區建二路111號,張宏羽,"$161,800,000","10,000,000"
3105,穩懋,24,桃園市龜山區華亞科技園區科技七路69號,曾經洲,"$4,239,403,840","423,940,384"
3114,好德,28,台北市松山區敦化南路一段25號6樓,李昆正,"$651,297,920","65,129,792"
3115,富榮綱,28,台北市士林區承德路四段172號7樓,陳銘寬,"$721,976,150","72,197,615"
3118,進階,22,新北市汐止區康寧街169巷80號,邱春龍,"$324,528,600","32,452,860"
3122,笙泉,24,(30288)新竹縣竹北市台元一街8號7樓之一,廖崇榮,"$407,648,260","40,764,826"
3128,昇銳,26,桃園市八德區長興路六七三號,蕭哲彥,"$473,174,890","47,317,489"
3131,弘塑,31,30095新竹市香山區中華路六段89號,梁勝銓,"$292,160,150","29,216,015"
3141,晶宏,24,台北市內湖區內湖路一段308號12樓,徐豫東,"$754,607,280","75,460,728"
3147,大綜,30,高雄市九如一路502號20樓之1,洪明和,"$436,868,310","43,686,831"
3152,璟德,27,新竹縣湖口鄉新竹工業區漢陽路165號,周賢亮,"$690,162,000","69,016,200"
3158,嘉實,30,新北市新店區民權路95號12樓之2,徐文伯,"$304,354,250","30,435,425"
3162,精確,5,桃園市新屋區社子里二鄰中興路938號,張俊成,"$1,334,411,120","133,441,112"
3163,波若威,27,新竹科學園區工業東九路30號3樓,張文樵,"$805,407,410","80,540,741"
3169,亞信,24,新竹科學園區新竹市新安路8號4樓,王春旗,"$631,069,810","63,106,981"
3171,炎洲流通,38,臺北市內湖區行善路397號5樓,張詠傑,"$331,181,580","33,118,158"
3176,基亞,22,台北市南港區園區街3號F棟14樓,江雅鈴,"$1,393,067,550","139,306,755"
3178,公準,24,814 高雄市仁武區五和里八德二路168號,蘇虹音,"$450,500,000","45,050,000"
3188,鑫龍騰,14,高雄市鼓山區明誠四路33號,陳宗燦,"$1,863,098,760","186,309,876"
3191,雲嘉南,28,台北市中正區中華路一段7號6樓之8,黃騰威,"$435,973,810","43,597,381"
3205,佰研,22,台北市南港區園區街3號10樓之6,吳締苗,"$675,456,310","67,545,631"
3206,志豐,28,新北市淡水區中正東路二段69-11號10樓,葉方瑜,"$589,166,210","58,916,621"
3207,耀勝,28,桃園市大溪區大鶯路309-28號,蘇小慧,"$664,221,240","66,422,124"
3211,順達,25,桃園市龜山區文禾路188號13樓,林郁蕙,"$1,542,885,210","154,288,521"
3213,茂訊,25,新北市深坑區北深路三段250號7樓,周詠翔,"$586,855,470","58,685,547"
3217,優群,28,新竹市牛埔南路15之3號,劉興義,"$901,042,030","90,104,203"
3218,大學光,22,台北市南港區園區街3-1號4樓,劉俊杰,"$847,248,990","84,724,899"
3219,倚強科,31,臺北市內湖區瑞光路607號9樓,王皓正,"$712,838,800","71,283,880"
3221,台嘉碩,27,桃園市平鎮區工業二路三號,李昆鴻,"$1,038,621,100","103,862,110"
3224,三顧,29,新北市汐止區新台五路一段75號14樓之3,唐洪德,"$781,726,480","78,172,648"
3226,龍鋒,5,台南市永康區環工路75號,陳智威,"$644,305,730","64,430,573"
3227,原相,24,新竹科學園區新竹縣創新一路五號五樓,羅美煒,"$1,505,628,280","150,562,828"
3228,金麗科,24,新竹市科學園區力行路2之1號6樓之1,呂世民,"$715,114,950","71,511,495"
3230,錦明,26,桃園市蘆竹區南崁里經國路896號16樓,李顯章,"$860,109,000","86,010,900"
3232,昱捷,29,新北市汐止區新台五路一段93號25樓之6,葉瑞炫,"$465,678,650","46,567,865"
3234,光環,27,新竹科學園區新竹市展業一路21號,吳承儒,"$1,114,746,920","111,474,692"
3236,千如,28,桃園市楊梅區水美里楊湖路一段422號,徐錫愷,"$1,050,006,130","105,000,613"
3252,海灣,16,臺中市西區民龍里大和路22號3樓,劉玟君,"$501,957,540","50,195,754"
3259,鑫創,24,新竹縣竹北市台元街22號5樓之一,胡定中,"$729,659,340","72,965,934"
3260,威剛,24,台北市內湖區潭美街533號25樓,陳靜慧,"$3,257,440,480","325,744,048"
3264,欣銓,24,新竹縣湖口鄉勝利村工業三路3號,江文山,"$4,901,700,760","490,170,076"
3265,台星科,24,新竹縣芎林鄉華龍村6鄰鹿寮坑176-5號,劉貴竹,"$1,362,616,590","136,261,659"
3268,海德威,24,台中市西屯區台灣大道四段925號14F-6,游賜傑,"$347,207,960","34,720,796"
3272,東碩,25,新北市新店區寶橋路235巷131號3樓之4,薛劍峰,"$611,767,890","61,176,789"
3276,宇環,28,桃園市平鎮區工業二路12號,胡秀杏,"$697,126,660","69,712,666"
3284,太普高,20,高雄市大寮區大發工業區莒光二街20號,侯景文,"$1,084,824,730","108,482,473"
3285,微端,31,新北市汐止區康寧街169巷31號12樓,楊宗達,"$427,353,240","42,735,324"
3287,廣寰科,25,新北市中和區建二路113號6樓,王桂英,"$439,704,830","43,970,483"
3288,點晶,28,新竹科學工業園區新竹市展業一路9號4樓之3,金際遠,"$160,000,000","16,000,000"
3289,宜特,31,新竹市埔頂路22號1樓,林榆桑,"$864,748,710","86,474,871"
3290,東浦,28,桃園市蘆竹區長興路二段58號,簡雅惠,"$902,150,340","90,215,034"
3293,鈊象,32,新北市五股區五工路130號,江順成,"$2,818,015,600","281,801,560"
3294,英濟,28,新北市中和區建八路16號17樓之4,張嘉正,"$1,320,159,190","132,015,919"
3297,杭特,26,新北市汐止區大同路二段171號9樓,顏志全,"$360,494,450","36,049,445"
3303,岱稜,31,台南市麻豆區麻柚路383號,李怡君,"$940,906,070","94,090,607"
3306,鼎天,27,桃園市龜山區公西里文化二路40號8樓,黃凱崙,"$506,077,020","50,607,702"
3310,佳穎,28,桃園市大園區和平西路二段110號,蔡東&#21234;,"$749,484,020","74,948,402"
3313,斐成,20,台南市安平區永華路二段248號11樓之2,韓元翔,"$2,210,701,380","221,070,138"
3317,尼克森,24,新北市汐止區工建路368號12樓,林訓民,"$900,000,000","90,000,000"
3322,建舜電,28,新北市汐止區新台五路一段79號19樓,黃欽基,"$1,215,821,570","121,582,157"
3323,加百裕,25,桃園市龍潭區工五路128號,林建羽,"$976,240,860","97,624,086"
3324,雙鴻,31,新北市新莊區五權三路6號3樓,陳玉玲,"$927,629,360","92,762,936"
3325,旭品,25,新北市三重區興德路98號11樓,陳炤正,"$901,686,100","90,168,610"
3332,幸康,28,台北市大安區信義路四段306號14樓,周美娟,"$481,042,460","48,104,246"
3339,泰谷,26,南投縣南投市自強三路18號,黃書群,"$665,683,000","66,568,300"
3349,寶德,25,新北市新店區寶高路30之1號3樓、30之2號3樓,盧賀隆,"$460,716,480","46,071,648"
3354,律勝,28,台南市善化區南科九路8號,莊朝欽,"$701,124,260","70,112,426"
3357,臺慶科,28,326桃園市楊梅區幼四路1號,曾志銘,"$1,090,348,810","109,034,881"
3360,尚立,29,台北市內湖區洲子街76號6樓,倪志珍,"$764,022,440","76,402,244"
3362,先進光,26,台中市西屯區科園一路14號,紀國隆,"$1,424,454,750","142,445,475"
3363,上詮,27,新竹市科學工業園區展業二路十八號,游雅芳,"$1,036,405,670","103,640,567"
3372,典範,24,高雄市前鎮區南二路一號,曾忠鶴,"$1,753,240,000","175,324,000"
3373,熱映,31,新竹科學園區新竹縣工業東九路三號一樓,謝儀孝,"$476,187,820","47,618,782"
3374,精材,24,(32062)桃園市中壢區吉林路23號9樓,林恕敏,"$2,713,643,160","271,364,316"
3379,彬台,5,台北市內湖區瑞光路208號5樓,許錦碧,"$380,417,480","38,041,748"
3388,崇越電,28,台北市大安區市民大道4段102號14樓,吳坤明,"$740,623,580","74,062,358"
3390,旭軟,28,桃園市龜山區南上路522號,官原霆,"$789,582,590","78,958,259"
3402,漢科,31,新竹市東華路14號8樓之1,蕭燕啁,"$730,476,920","73,047,692"
3426,台興,5,桃園市平鎮區平鎮工業區工業六路4號,林傳家,"$264,000,000","26,400,000"
3430,奇鈦科,21,台北市信義區基隆路二段51號16樓,林婷婷,"$337,160,850","33,716,085"
3434,哲固,26,桃園市蘆竹區大興路20巷21弄11號,簡盛崧,"$357,547,400","35,754,740"
3438,類比科,24,新竹縣竹北市台元科技園區台元二街1號7樓之1,林登財,"$471,658,150","47,165,815"
3441,聯一光電,26,南投縣草屯鎮稻香路6-4號,陳忠政,"$400,399,200","40,039,920"
3444,利機,29,台中市西屯區台灣大道四段767號5樓之5,盧修滿,"$449,968,770","44,996,877"
3455,由田,26,新北市中和區連城路268號10樓之1,張文杰,"$598,507,500","59,850,750"
3465,進泰電子,31,高雄市新興區民權一路251號19樓之1,李智賢,"$353,298,620","35,329,862"
3466,德晉,27,新北市三重區興德路123-1號8樓,劉佳峰,"$778,920,730","77,892,073"
3467,台灣精材,24,新竹縣湖口鄉長安村長春路56號,王元星,"$311,065,690","31,106,569"
3479,安勤,25,新北市中和區連城路228號7樓,徐崇恒,"$726,301,640","72,630,164"
3483,力致,25,新竹縣竹北市新泰路31號2樓,林秀勤,"$990,492,570","99,049,257"
3484,崧騰,28,桃園市桃園區經國路888號7F之2之3,邱素卿,"$788,281,890","78,828,189"
3489,森寶,14,桃園市蘆竹區南崁里民權路50號,莊義芳,"$904,521,550","90,452,155"
3490,單井,26,新北市土城區中山路77號,游孟哲,"$550,064,350","55,006,435"
3491,昇達科,27,基隆市七堵區工建路1號(六堵科技園區),郭俊良,"$674,984,540","67,498,454"
3492,長盛,28,251新北市淡水區中正東路二段69號10樓,楊素芬,"$355,316,000","35,531,600"
3498,陽程,31,桃園市大園區溪海里8鄰聖德北路68號,葉振祥,"$612,730,080","61,273,008"
3499,環天科,27,新北市中和區建一路186號16樓,吳秋明,"$549,705,960","54,970,596"
3508,位速,31,桃園市楊梅區高山里5鄰高青路26號,廖世文,"$1,043,117,370","104,311,737"
3511,矽瑪,28,桃園市桃園區中正路1351號14樓,姜林嘉容,"$799,729,450","79,972,945"
3512,皇龍,14,台北市信義區松德路171號16樓之2,溫財炳,"$1,130,723,720","113,072,372"
3516,亞帝歐,26,桃園市八德區白鷺里廣福路858號,黃正心,"$595,608,740","59,560,874"
3520,華盈,28,新北市三重區重新路五段609巷18號6樓,柳夜沙,"$688,467,780","68,846,778"
3521,台鋼建設,14,高雄市三民區九如一路502號25樓之3,林郁昌,"$1,457,655,520","145,765,552"
3522,御嵿,16,新北市新莊區中華路三段216號13樓,孫正強,"$839,712,090","83,971,209"
3523,迎輝,26,台南市安南區本田路二段391號,溫哲毅,"$642,578,680","64,257,868"
3526,凡甲,28,新北市中和區中山路三段102號3樓,陳忠毅,"$653,038,650","65,303,865"
3527,聚積,24,新竹市埔頂路18號3樓之5之6,楊立昌,"$444,451,250","44,445,125"
3529,力旺,24,新竹縣竹北市台元一街5號8樓(通訊地址),盧俊宏,"$746,864,920","74,686,492"
3531,先益,26,台中市南屯區工業24路22號,方建仁,"$611,750,110","61,175,011"
3537,堡達,28,台北市中山區中山北路2段129號10樓,白榮生,"$562,429,790","56,242,979"
3540,曜越,25,台北市內湖區堤頂大道二段185號5樓,劉建邦,"$724,585,480","72,458,548"
3541,西柏,31,新北市中和區建康路130號6樓之5,李彩蓮,"$563,491,420","56,349,142"
3546,宇峻,32,新北市中和區建八路2號17樓之8,葉文燦,"$584,273,230","58,427,323"
3548,兆利,28,新北市新莊區五工五路十三號,陳穎萱,"$677,441,750","67,744,175"
3551,世禾,35,新竹縣湖口鄉仁政路18號,陳學哲,"$622,748,900","62,274,890"
3552,同致,31,桃園市蘆竹區南青路1156巷9號,陳聖儒,"$979,183,340","97,918,334"
3555,博士旺,24,臺北市內湖區潭美街539號9樓,洪儷尤,"$399,987,970","39,998,797"
3556,禾瑞亞,24,台北市內湖區瑞光路302號11樓,張志彬,"$637,028,440","63,702,844"
3558,神準,27,桃園市龜山區復興三路500號,喻鳳筱,"$590,608,810","59,060,881"
3564,其陽,27,(221416)新北市汐止區新台五路一段 97 號 32 樓,林章安,"$591,231,000","59,123,100"
3567,逸昌,24,新竹縣竹北市新泰路35號4樓之1,林榮勳,"$339,540,000","33,954,000"
3570,大塚,30,新北市板橋區縣民大道二段68號6樓,徐慧如,"$170,970,000","17,097,000"
3577,泓格,25,新竹縣湖口鄉光復北路111號(新竹工業區),鄭碧玉,"$639,656,530","63,965,653"
3580,友威科,31,桃園市蘆竹區長興里厚生路51號6樓,陳繼萱,"$394,706,570","39,470,657"
3581,博磊,24,(304)新竹縣新豐鄉精工路53號,林素真,"$510,060,000","51,006,000"
3587,閎康,31,新竹縣竹北市台元街26-2號1F,楊儒霖,"$670,382,340","67,038,234"
3594,磐儀,25,新北市中和區中正路700號10樓,郭鳳玲,"$959,483,580","95,948,358"
3597,映興,28,台中市南屯區工業區19路10號,林宜嫻,"$392,364,400","39,236,440"
3609,三一東林,28,台中市南屯區永春東七路517號三樓,陳長佚,"$384,193,870","38,419,387"
3611,鼎翰,25,新北市新店區民權路95號9樓,陳彥翰,"$475,546,340","47,554,634"
3615,安可,26,新竹縣湖口鄉光復北路10號,姜明君,"$684,669,760","68,466,976"
3623,富晶通,26,桃園巿龜山區華亞三路50號6樓之1,巫金國,"$291,859,460","29,185,946"
3624,光頡,28,新竹縣湖口鄉光復北路70號,黎順和,"$1,173,408,420","117,340,842"
3625,西勝,25,新北市新莊區中正路665號5樓,李宗嶽(代理發言人),"$1,142,467,650","114,246,765"
3628,盈正,31,新北市新店區寶高路7巷3號1樓,林志峰,"$450,000,000","45,000,000"
3629,地心引力,32,臺北市信義區信義路五段150巷2號8樓之3,陳斐娟,"$329,547,820","32,954,782"
3630,新鉅科,26,台中市外埔區水頭一路100巷77號,王證彰,"$2,041,918,480","204,191,848"
3631,晟楠,28,桃園市龜山區鄉萬壽路一段161號18樓之1,魏素珠,"$818,209,090","81,820,909"
3632,研勤,27,臺北市內湖區港墘路200號4樓,陳柏任,"$408,897,380","40,889,738"
3646,艾恩特,28,台北市內湖區堤頂大道二段301號5樓,林佑慈,"$392,973,710","39,297,371"
3663,鑫科,31,高雄市路竹區路科八路1號 ( 通訊地址 ),馮復安,"$1,084,940,740","108,494,074"
3664,安瑞-KY,27,"North Sound Rd., George Town, Grand Cayman, KY1-9006",黃建喬,"$652,753,770","65,275,377"
3666,光耀,26,(30078)新竹科學園區新竹市力行六路一號三樓,何秉海,"$1,389,498,500","138,949,850"
3672,康聯訊,27,新北市汐止區新台五路一段79號18F-6,簡慧瑩,"$407,903,750","40,790,375"
3675,德微,24,新北市深坑區北深路三段155巷17號6樓,邱桂堂,"$530,579,230","53,057,923"
3680,家登,24,新北市土城區中央路4段2號9樓之5,朱佳琳,"$960,414,810","96,041,481"
3684,榮昌,27,23145新北市新店區寶橋路233-2號8F,郭尚仁,"$300,016,740","30,001,674"
3685,元創精密,5,台中市西屯區朝富路213號4樓之7,張明弘,"$795,740,000","79,574,000"
3687,歐買尬,36,台北市南港區成功路一段50號3樓,羅士博,"$300,595,720","30,059,572"
3689,湧德,28,桃園市蘆竹區內溪路68巷13號2樓,李永銘,"$874,115,850","87,411,585"
3691,碩禾,26,303新竹縣湖口鄉中華路122-18號,陳繼明,"$918,834,200","91,883,420"
3693,營邦,25,(338)桃園市蘆竹區大興路20巷19弄9號,錢靜怡,"$429,906,940","42,990,694"
3707,漢磊,24,新竹科學園區新竹縣寶山鄉創新一路18號1樓,范桂榮,"$3,832,226,530","383,222,653"
3709,鑫聯大投控,25,台北市南港區經貿二路189號22樓,曹鈞傑,"$1,255,694,500","125,569,450"
3710,連展投控,28,新北市新店區寶興路45巷9弄2號3樓,陳志斌,"$2,872,507,340","287,250,734"
3713,新晶投控,35,新竹縣竹北市復興二路193號3樓之一,劉財能,"$880,900,000","88,090,000"
4102,永日,22,台中市大甲區日南里幼獅路59、61號,李育儒,"$423,734,430","42,373,443"
4105,東洋,22,台北市南港區園區街3-1號3樓,張國江,"$2,486,499,590","248,649,959"
4107,邦特,22,台北市104中山區長安東路一段23號5樓之6,黃繹中,"$692,983,360","69,298,336"
4109,加捷生醫,22,高雄市三民區九如一路61號3樓,林慶弘,"$1,187,366,810","118,736,681"
4111,濟生,22,新竹縣湖口鄉實踐路3號,黃惠珍,"$598,321,350","59,832,135"
4113,聯上,14,高雄市左營區富國路185號17樓之2,呂信杰,"$2,311,381,370","231,138,137"
4114,健喬,22,台北市內湖區內湖路1段396號11樓,黃立宇,"$5,101,756,360","510,175,636"
4116,明基醫,22,台北市內湖區洲子街46號7樓,吳淑晴,"$445,660,000","44,566,000"
4120,友華,22,台北市北投區承德路六段 128 號 13 樓,陳遠甫,"$867,471,190","86,747,119"
4121,優盛,22,北市內湖區港墘路189號12樓,張淑娟,"$827,480,450","82,748,045"
4123,晟德,22,台北市南港區園區街3之2號7樓,林秀月,"$7,612,256,740","761,225,674"
4126,太醫,22,新竹科學園區苗栗縣銅鑼鄉九湖村銅科二路8號,王昱婷,"$726,000,000","72,600,000"
4127,天良,22,新北市汐止區大同路一段147號9樓,郭俊雄,"$457,600,000","45,760,000"
4128,中天,22,台北市南港區園區街3號18樓之1,陳菀均,"$5,881,705,970","588,170,597"
4129,聯合,22,新竹市科學工業園區園區二路57號,彭友杏,"$964,367,040","96,436,704"
4130,健亞,22,新竹縣湖口鄉工業一路一號,蔣維民,"$1,148,875,300","114,887,530"
4131,浩泰,22,台南市東區龍山里林森路一段395號9樓之8,紀文勝,"$395,000,000","39,500,000"
4138,曜亞,22,新北市中和區中正路880號14樓,江志浩,"$399,300,000","39,930,000"
4139,馬光-KY,22,"P.O. Box 61, Harbour Centre, George Town, Grand Cayman",于倩,"$450,099,110","45,009,911"
4147,中裕,22,台北市內湖區瑞光路607號3樓,張金明,"$2,732,024,250","273,202,425"
4153,鈺緯,22,新北市中和區中山路2段351號9樓,麥聖御,"$586,681,970","58,668,197"
4154,樂威科-KY,20,"P.O. Box 31119 Grand Pavilion,Hibiscus Way,802 West Bay Road",張文蒨,"$350,000,000","35,000,000"
4157,太景*-KY,22,中華民國台灣台北市內湖區新明路138號7樓,黃國龍,"$20,766,551","711,833,575"
4160,訊聯基因,22,台北市內湖區新湖一路36巷28號6樓,康清原,"$266,903,340","26,690,334"
4161,聿新科,22,350苗栗縣竹南鎮公館里中華南路188號,涂耀仁,"$598,082,040","59,808,204"
4162,智擎,22,台北市民生東路3段10號11樓,張麒星,"$1,456,776,400","145,677,640"
4163,鐿鈦,22,台中市南屯區文山里精科路9號,陳雅玲,"$506,458,930","50,645,893"
4166,友霖,22,中部科學園區雲林縣虎尾鎮科虎一路8號,黃春桐,"$2,430,350,890","243,035,089"
4167,松瑞藥,22,744094南部科學園區台南市新市區南科六路1號,林國瑋,"$3,104,441,070","310,444,107"
4168,醣聯,22,新北市汐止區新台五路一段97號8樓,呂耀華,"$1,125,213,180","112,521,318"
4171,瑞基,33,407台中市西屯區中部科學園區科園二路19號,傅俞燕,"$584,574,690","58,457,469"
4173,久裕,22,新北市中和區中正路880號14樓之5,林怡&#24419;,"$745,743,550","74,574,355"
4174,浩鼎,22,(115011)台北市南港區忠孝東路7段508號6樓,王慧君,"$1,315,796,870","131,579,687"
4175,杏一,22,(33375)桃園市龜山區復興一路361號5樓,王定睿,"$423,233,070","42,323,307"
4183,福永生技,22,(30076)新竹科學園區新竹縣寶山鄉研發三路8號,卓振輝,"$238,000,000","23,800,000"
4188,安克,22,台北市復興北路167號5樓,李伊俐,"$633,329,000","63,332,900"
4192,杏國,22,宜蘭縣冬山鄉中山村中山路84號,王惠弘,"$351,645,000","35,164,500"
4198,欣大健康,22,台北市內湖區新湖一路85號7樓,林國棟,"$241,080,000","24,108,000"
4205,中華食,2,高雄市大樹區龍目路110-6號,柯碧蘭,"$976,492,280","97,649,228"
4207,環泰,2,桃園市蘆竹區南崁路265號5樓,梁培菁,"$1,985,380,080","198,538,008"
4303,信立,3,台南市學甲區興業路99號,李山龍,"$946,053,170","94,605,317"
4304,勝昱,3,台北市松山區健康路152號3樓,朱國廷,"$610,380,650","61,038,065"
4305,世坤,3,台南市麻豆區麻口里麻工三路125號、127號,陳俊成,"$550,140,000","55,014,000"
