公司代號,公司簡稱,產業別,住址,發言人,實收資本額,已發行普通股數
9904,寶成,37,台中市西屯區台灣大道四段600號,游淑惠,"$29,467,872,130","2,946,787,213"
9905,大華,20,台北市松江路293之805號,姜佳君,"$3,050,000,000","305,000,000"
9906,欣巴巴,14,高雄市前鎮區民權二路6號27樓,李鎮宇,"$903,763,580","90,376,358"
9907,統一實,20,台南市永康區蔦松里中正北路837號,張祐信,"$15,791,453,420","1,579,145,342"
9908,大台北,23,"台北市光復北路11巷35號1,2,4,5,13樓",陳信良,"$5,163,580,000","516,358,000"
9910,豐泰,37,雲林縣斗六市科工八路52號,許芳瑋,"$9,874,828,310","987,482,831"
9911,櫻花,38,台中市大雅區雅潭路4段436號,賴宏奇,"$2,223,895,840","222,389,584"
9912,偉聯,25,台北市南港區園區街3之1號五樓之1,趙欣媛,"$541,705,690","54,170,569"
9914,美利達,37,彰化縣大村鄉美港村美港路116號,張振墉,"$2,989,838,000","298,983,800"
9917,中保科,20,台北市南港區經貿二路135號13樓,張惠清,"$4,511,970,930","451,197,093"
9918,欣天然,23,新北市中和區新民街29號8樓,簡益信,"$1,805,374,530","180,537,453"
9919,康那香,20,台南市佳里區民安里同安寮77-1號,吳政蓉,"$1,953,627,500","195,362,750"
9921,巨大,37,台中市西屯區東大路一段997&999號,李書耕,"$3,920,653,950","392,065,395"
9924,福興,38,高雄市岡山區本洲里育才路88號,李國偉,"$1,507,617,360","150,761,736"
9925,新保,20,台北市內湖區行愛路128號,黃春明,"$3,874,896,050","387,489,605"
9926,新海,23,新北市三重區力行路一段52號(通訊地址),楊朝凱,"$1,795,040,750","179,504,075"
9927,泰銘,20,高雄市大寮區莒光三街六號,童新沅,"$1,200,000,000","120,000,000"
9928,中視,20,台北市南港區重陽路118號,盧秀芳,"$607,245,830","60,724,583"
9929,秋雨,20,台北市信義區市民大道六段288號9樓,王佩玲,"$1,012,800,000","101,280,000"
9930,中聯資源,35,80661高雄市前鎮區成功二路88號22樓,曹慧柔,"$2,485,403,680","248,540,368"
9931,欣高,23,高雄市苓雅區民權一路12號,黃進雄,"$1,203,693,030","120,369,303"
9933,中鼎,20,台北市中山北路六段89號,李銘賢,"$8,981,931,240","898,193,124"
9934,成霖,38,台中市潭子區建國路22號,陳映帆,"$4,110,169,620","411,016,962"
9935,慶豐富,38,彰化縣福興鄉沿海路四段三七三號,許竣然,"$1,778,389,260","177,838,926"
9937,全國,23,台北市羅斯福路六段140號4樓,蔡佳璋,"$3,090,430,000","309,043,000"
9938,百和,20,彰化縣和美鎮好修里和港路575號,葉桂珠,"$2,979,639,020","297,963,902"
9939,宏全,20,台中市西屯區工業區2路6號,盧麒伊,"$2,957,864,750","295,786,475"
9940,信義,20,台北市信義區信義路五段一００號,陳志桓,"$7,368,465,000","736,846,500"
9941,裕融,20,台北市敦化南路二段二號十五樓,廖淑華,"$6,756,363,460","575,636,346"
9942,茂順,20,南投市工業路336號,薛汝青,"$831,613,200","83,161,320"
9943,好樂迪,16,台北市信義區忠孝東路5段293號4樓,李天行,"$1,251,715,100","125,171,510"
9944,新麗,20,桃園市八德區聯華街41號,簡裘裘,"$1,059,081,000","105,908,100"
9945,潤泰新,20,台北市八德路二段三０八號十一樓之一,陳柏宇,"$28,442,250,860","2,844,225,086"
9946,三發地產,14,台北市松山區八德路3段30號12樓,蔡文玲,"$3,265,541,500","326,554,150"
9955,佳龍,35,桃園市觀音區大潭里一鄰環科路323號,陸怡豪,"$1,044,358,290","104,435,829"
9958,世紀鋼,10,桃園市觀音區中山路一段1119號,瞿生元,"$2,468,966,650","246,896,665"
