securities_trader,price,buy,sell,securities_trader_id,stock_id,date
合庫,661.0,0,1000,1020,2368,2026-01-12
合庫,664.0,62,1000,1020,2368,2026-01-12
合庫,668.0,2000,0,1020,2368,2026-01-12
合庫,669.0,0,1000,1020,2368,2026-01-12
合庫,670.0,1000,180,1020,2368,2026-01-12
合庫,671.0,1000,0,1020,2368,2026-01-12
合庫,672.0,2000,0,1020,2368,2026-01-12
合庫,676.0,2000,0,1020,2368,2026-01-12
合庫,677.0,1000,0,1020,2368,2026-01-12
合庫台中,661.0,6000,0,1021,2368,2026-01-12
合庫台中,662.0,0,3000,1021,2368,2026-01-12
合庫台中,663.0,1200,0,1021,2368,2026-01-12
合庫台中,664.0,6000,0,1021,2368,2026-01-12
合庫台中,665.0,0,1150,1021,2368,2026-01-12
合庫台中,666.0,1000,0,1021,2368,2026-01-12
合庫台中,667.0,0,1000,1021,2368,2026-01-12
合庫台中,669.0,1000,200,1021,2368,2026-01-12
合庫台中,670.0,350,300,1021,2368,2026-01-12
合庫台中,671.0,3,1100,1021,2368,2026-01-12
合庫台中,673.0,0,1000,1021,2368,2026-01-12
合庫台南,661.0,0,1000,1022,2368,2026-01-12
合庫台南,666.0,20,0,1022,2368,2026-01-12
合庫台南,667.0,2025,1000,1022,2368,2026-01-12
合庫台南,671.0,24,0,1022,2368,2026-01-12
合庫台南,674.0,0,1000,1022,2368,2026-01-12
合庫高雄,662.0,0,1000,1023,2368,2026-01-12
合庫高雄,663.0,2000,0,1023,2368,2026-01-12
合庫高雄,666.0,0,1000,1023,2368,2026-01-12
合庫高雄,667.0,0,23,1023,2368,2026-01-12
合庫高雄,668.0,0,3000,1023,2368,2026-01-12
合庫高雄,669.0,1000,1120,1023,2368,2026-01-12
合庫高雄,670.0,0,20,1023,2368,2026-01-12
合庫高雄,671.0,0,2020,1023,2368,2026-01-12
合庫高雄,672.0,100,0,1023,2368,2026-01-12
合庫高雄,673.0,2000,0,1023,2368,2026-01-12
合庫高雄,674.0,1000,0,1023,2368,2026-01-12
合庫嘉義,664.0,1000,1000,1024,2368,2026-01-12
合庫嘉義,665.0,1000,0,1024,2368,2026-01-12
合庫嘉義,669.0,0,100,1024,2368,2026-01-12
合庫嘉義,670.0,0,2000,1024,2368,2026-01-12
合庫基隆,670.0,1000,120,1025,2368,2026-01-12
合庫基隆,676.0,1000,0,1025,2368,2026-01-12
合庫彰化,664.0,0,50,1028,2368,2026-01-12
合庫彰化,667.0,10,4000,1028,2368,2026-01-12
合庫彰化,670.0,103,0,1028,2368,2026-01-12
合庫鳳山,669.0,0,300,1029,2368,2026-01-12
合庫新竹,662.0,1000,0,102A,2368,2026-01-12
合庫新竹,666.0,0,300,102A,2368,2026-01-12
合庫新竹,667.0,1000,100,102A,2368,2026-01-12
合庫新竹,668.0,0,1100,102A,2368,2026-01-12
合庫新竹,671.0,0,2000,102A,2368,2026-01-12
合庫新竹,673.0,0,2000,102A,2368,2026-01-12
合庫自強,660.0,0,30,102C,2368,2026-01-12
合庫自強,662.0,100,0,102C,2368,2026-01-12
合庫自強,666.0,11000,0,102C,2368,2026-01-12
合庫自強,668.0,100,0,102C,2368,2026-01-12
合庫自強,670.0,100,2120,102C,2368,2026-01-12
合庫自強,671.0,3000,10,102C,2368,2026-01-12
合庫桃園,660.0,2000,0,102E,2368,2026-01-12
合庫桃園,662.0,0,1000,102E,2368,2026-01-12
合庫桃園,665.0,30,0,102E,2368,2026-01-12
合庫桃園,667.0,0,1000,102E,2368,2026-01-12
合庫桃園,670.0,0,3000,102E,2368,2026-01-12
合庫桃園,671.0,0,1002,102E,2368,2026-01-12
合庫桃園,672.0,0,6000,102E,2368,2026-01-12
合庫西台,660.0,1000,1000,102F,2368,2026-01-12
合庫西台,662.0,1100,1000,102F,2368,2026-01-12
合庫西台,665.0,100,0,102F,2368,2026-01-12
合庫西台,666.0,0,24,102F,2368,2026-01-12
合庫西台,667.0,1000,46,102F,2368,2026-01-12
合庫西台,668.0,2000,23,102F,2368,2026-01-12
合庫西台,669.0,10,23,102F,2368,2026-01-12
合庫西台,670.0,1000,1024,102F,2368,2026-01-12
合庫西台,671.0,0,1000,102F,2368,2026-01-12
合庫西台,676.0,1000,0,102F,2368,2026-01-12
合庫三重,660.0,0,760,102G,2368,2026-01-12
合庫三重,666.0,1000,29,102G,2368,2026-01-12
合庫三重,669.0,0,1000,102G,2368,2026-01-12
合庫三重,670.0,7000,1020,102G,2368,2026-01-12
合庫三重,671.0,0,1050,102G,2368,2026-01-12
合庫三重,672.0,1000,0,102G,2368,2026-01-12
土銀,662.0,1000,0,1030,2368,2026-01-12
土銀,665.0,100,0,1030,2368,2026-01-12
土銀,666.0,1000,1000,1030,2368,2026-01-12
土銀,667.0,0,1000,1030,2368,2026-01-12
土銀,668.0,1050,0,1030,2368,2026-01-12
土銀,669.0,1000,1050,1030,2368,2026-01-12
