securities_trader,price,buy,sell,securities_trader_id,stock_id,date
合庫,11.15,21000,0,1020,2409,2025-12-19
合庫,11.2,14000,0,1020,2409,2025-12-19
合庫台中,11.15,3000,0,1021,2409,2025-12-19
合庫台中,11.2,40000,28000,1021,2409,2025-12-19
合庫台中,11.25,65000,26678,1021,2409,2025-12-19
合庫台中,11.3,0,1000,1021,2409,2025-12-19
合庫台南,11.2,0,8000,1022,2409,2025-12-19
合庫台南,11.25,11000,0,1022,2409,2025-12-19
合庫台南,11.3,10000,800,1022,2409,2025-12-19
合庫高雄,11.15,35000,0,1023,2409,2025-12-19
合庫高雄,11.25,0,15000,1023,2409,2025-12-19
合庫嘉義,11.25,4000,0,1024,2409,2025-12-19
合庫基隆,11.15,0,2000,1025,2409,2025-12-19
合庫彰化,11.15,1000,0,1028,2409,2025-12-19
合庫鳳山,11.15,7000,0,1029,2409,2025-12-19
合庫鳳山,11.25,0,2000,1029,2409,2025-12-19
合庫新竹,11.15,20000,0,102A,2409,2025-12-19
合庫新竹,11.25,0,3000,102A,2409,2025-12-19
合庫自強,11.15,1000,0,102C,2409,2025-12-19
合庫自強,11.2,0,1000,102C,2409,2025-12-19
合庫桃園,11.15,6000,0,102E,2409,2025-12-19
合庫桃園,11.2,1000,7000,102E,2409,2025-12-19
合庫三重,11.2,4000,0,102G,2409,2025-12-19
土銀,11.15,0,20000,1030,2409,2025-12-19
土銀台中,11.15,44000,0,1031,2409,2025-12-19
土銀台中,11.2,0,29000,1031,2409,2025-12-19
土銀台中,11.25,0,14000,1031,2409,2025-12-19
土銀嘉義,11.2,20000,11236,1034,2409,2025-12-19
土銀新竹,11.2,1000,0,1035,2409,2025-12-19
土銀玉里,11.15,0,2000,1036,2409,2025-12-19
土銀玉里,11.2,2000,400,1036,2409,2025-12-19
土銀建國,11.15,17000,0,103A,2409,2025-12-19
土銀建國,11.2,0,13000,103A,2409,2025-12-19
土銀建國,11.25,0,38000,103A,2409,2025-12-19
土銀南港,11.15,2000,0,103F,2409,2025-12-19
臺銀,11.2,57000,0,1040,2409,2025-12-19
臺銀,11.25,1000,0,1040,2409,2025-12-19
臺銀臺南,11.15,4000,0,1042,2409,2025-12-19
臺銀臺南,11.2,19000,0,1042,2409,2025-12-19
臺銀臺南,11.25,5000,16000,1042,2409,2025-12-19
臺銀民權,11.15,151000,0,1043,2409,2025-12-19
臺銀民權,11.2,100200,150000,1043,2409,2025-12-19
臺銀民權,11.25,0,100000,1043,2409,2025-12-19
臺銀民權,11.3,0,2000,1043,2409,2025-12-19
臺銀新竹,11.2,0,2000,1045,2409,2025-12-19
臺銀臺中,11.15,2000,2000,104A,2409,2025-12-19
臺銀臺中,11.2,12000,0,104A,2409,2025-12-19
臺銀臺中,11.25,1000,10600,104A,2409,2025-12-19
臺銀高雄,11.15,3000,0,104C,2409,2025-12-19
臺銀高雄,11.2,4500,8000,104C,2409,2025-12-19
臺銀高雄,11.25,0,1000,104C,2409,2025-12-19
臺銀高雄,11.3,50,0,104C,2409,2025-12-19
臺銀金山,11.15,29000,0,104D,2409,2025-12-19
臺銀金山,11.2,5000,15000,104D,2409,2025-12-19
臺銀金山,11.25,10000,0,104D,2409,2025-12-19
企銀,11.2,0,52,1110,2409,2025-12-19
企銀,11.25,4000,0,1110,2409,2025-12-19
企銀台中,11.15,3000,0,1111,2409,2025-12-19
企銀台中,11.2,1100,11000,1111,2409,2025-12-19
企銀九如,11.15,2000,0,1113,2409,2025-12-19
企銀太平,11.2,1100,0,1115,2409,2025-12-19
企銀屏東,11.2,2000,0,1116,2409,2025-12-19
企銀屏東,11.25,0,2000,1116,2409,2025-12-19
企銀岡山,11.2,0,1000,1119,2409,2025-12-19
企銀岡山,11.3,300,0,1119,2409,2025-12-19
企銀民雄,11.15,0,5000,111A,2409,2025-12-19
台企建成,11.2,0,600,111B,2409,2025-12-19
企銀桃園,11.2,7000,0,111E,2409,2025-12-19
企銀桃園,11.25,0,3000,111E,2409,2025-12-19
彰銀,11.15,6000,10000,1230,2409,2025-12-19
彰銀台中,11.15,32000,0,1233,2409,2025-12-19
宏遠,11.2,1000,0,1260,2409,2025-12-19
宏遠,11.25,14000,0,1260,2409,2025-12-19
宏遠,11.3,11000,0,1260,2409,2025-12-19
宏遠民生,11.2,5000,199,1261,2409,2025-12-19
宏遠民生,11.25,1000,0,1261,2409,2025-12-19
宏遠桃園,11.2,13000,0,1262,2409,2025-12-19
宏遠中和,11.2,7000,0,126H,2409,2025-12-19
宏遠光隆,11.2,2000,0,126i,2409,2025-12-19
宏遠光隆,11.25,27000,0,126i,2409,2025-12-19
宏遠高雄,11.2,0,5000,126Q,2409,2025-12-19
宏遠高雄,11.25,5000,0,126Q,2409,2025-12-19
宏遠館前,11.2,50000,0,126U,2409,2025-12-19
港麥格理,11.15,0,225135,1360,2409,2025-12-19
港麥格理,11.2,0,251000,1360,2409,2025-12-19
美林,11.15,0,84000,1440,2409,2025-12-19
美林,11.2,503000,409000,1440,2409,2025-12-19
美林,11.25,254000,2154000,1440,2409,2025-12-19
美林,11.3,967,600,1440,2409,2025-12-19
台灣摩根,11.15,0,1712000,1470,2409,2025-12-19
台灣摩根,11.2,45000,782000,1470,2409,2025-12-19
台灣摩根,11.25,784000,3903400,1470,2409,2025-12-19
美商高盛,11.15,409000,817000,1480,2409,2025-12-19
美商高盛,11.2,694000,1585000,1480,2409,2025-12-19
美商高盛,11.25,4767000,875000,1480,2409,2025-12-19
美商高盛,11.3,1000,0,1480,2409,2025-12-19
港商野村,11.15,12000,0,1560,2409,2025-12-19
港商野村,11.2,48000,0,1560,2409,2025-12-19
花旗環球,11.25,23000,147000,1590,2409,2025-12-19
瑞銀,11.15,64000,117000,1650,2409,2025-12-19
瑞銀,11.2,640000,900000,1650,2409,2025-12-19
瑞銀,11.25,1054000,1640000,1650,2409,2025-12-19
瑞銀,11.3,950,0,1650,2409,2025-12-19
亞東板橋,11.15,2000,0,2181,2409,2025-12-19
亞東板橋,11.2,21000,0,2181,2409,2025-12-19
亞東板橋,11.25,0,5000,2181,2409,2025-12-19
亞東新竹,11.2,2000,0,2184,2409,2025-12-19
亞東台南,11.2,1000,0,2185,2409,2025-12-19
亞東台中,11.25,0,20000,2187,2409,2025-12-19
亞東台中,11.3,0,3000,2187,2409,2025-12-19
大展,11.15,10000,0,5050,2409,2025-12-19
大展,11.25,10000,0,5050,2409,2025-12-19
美好,11.25,0,5000,5260,2409,2025-12-19
美好蘆洲,11.15,6000,0,5261,2409,2025-12-19
美好蘆洲,11.2,7000,0,5261,2409,2025-12-19
美好蘆洲,11.25,2000,0,5261,2409,2025-12-19
美好蘆洲,11.3,25000,16800,5261,2409,2025-12-19
美好楊梅,11.25,0,10000,5262,2409,2025-12-19
美好泰山,11.25,1000,0,5263,2409,2025-12-19
美好高雄,11.25,1000,0,5264,2409,2025-12-19
美好苗栗,11.15,1000,0,5265,2409,2025-12-19
美好中壢,11.15,1000,0,5266,2409,2025-12-19
美好中壢,11.2,4000,20000,5266,2409,2025-12-19
美好基隆,11.2,0,8000,5267,2409,2025-12-19
美好基隆,11.25,50000,0,5267,2409,2025-12-19
美好台南,11.2,1000,0,5268,2409,2025-12-19
美好中和,11.2,5000,2000,526A,2409,2025-12-19
美好中和,11.25,2000,0,526A,2409,2025-12-19
美好中和,11.3,2000,0,526A,2409,2025-12-19
美好富順,11.2,2000,3000,526K,2409,2025-12-19
高橋,11.15,0,11000,5320,2409,2025-12-19
高橋,11.2,43000,10081,5320,2409,2025-12-19
高橋,11.25,0,34000,5320,2409,2025-12-19
高橋,11.3,0,1000,5320,2409,2025-12-19
高橋龍潭,11.15,10000,0,5321,2409,2025-12-19
高橋龍潭,11.25,5000,0,5321,2409,2025-12-19
高橋中壢,11.25,2000,0,5322,2409,2025-12-19
高橋內壢,11.25,1000,0,5323,2409,2025-12-19
第一金證,11.2,1000,0,5380,2409,2025-12-19
第一金證,11.25,32000,0,5380,2409,2025-12-19
第一台中,11.15,0,2000,5382,2409,2025-12-19
第一高雄,11.2,20000,2000,5383,2409,2025-12-19
第一高雄,11.3,3000,0,5383,2409,2025-12-19
第一台南,11.2,1020,0,5384,2409,2025-12-19
第一台南,11.25,5000,0,5384,2409,2025-12-19
第一台南,11.3,10,0,5384,2409,2025-12-19
第一桃園,11.2,18000,4000,5385,2409,2025-12-19
第一桃園,11.25,6000,12000,5385,2409,2025-12-19
第一桃園,11.3,0,1000,5385,2409,2025-12-19
第一彰化,11.15,1000,1000,5386,2409,2025-12-19
第一彰化,11.2,0,2838,5386,2409,2025-12-19
第一澎湖,11.2,0,2000,5387,2409,2025-12-19
第一澎湖,11.25,0,3000,5387,2409,2025-12-19
第一中山,11.15,10000,0,5389,2409,2025-12-19
第一中山,11.2,10000,0,5389,2409,2025-12-19
第一新興,11.15,1000,0,538A,2409,2025-12-19
第一新興,11.2,2000,600,538A,2409,2025-12-19
第一新興,11.25,0,1000,538A,2409,2025-12-19
第一新竹,11.15,1000,0,538B,2409,2025-12-19
第一光復,11.15,1000,0,538C,2409,2025-12-19
第一忠孝,11.15,6000,0,538D,2409,2025-12-19
第一忠孝,11.2,6000,0,538D,2409,2025-12-19
第一自由,11.2,0,5000,538E,2409,2025-12-19
第一頭份,11.15,1000,0,538I,2409,2025-12-19
第一頭份,11.2,104000,0,538I,2409,2025-12-19
第一安和,11.15,1000,0,538j,2409,2025-12-19
第一安和,11.2,2000,10000,538j,2409,2025-12-19
第一嘉義,11.15,30000,0,538M,2409,2025-12-19
第一嘉義,11.25,1000,1000,538M,2409,2025-12-19
第一豐原,11.2,7000,0,538N,2409,2025-12-19
第一豐原,11.25,0,5000,538N,2409,2025-12-19
第一路竹,11.2,7000,30000,538P,2409,2025-12-19
第一華江,11.15,30000,0,538W,2409,2025-12-19
第一華江,11.2,5000,150000,538W,2409,2025-12-19
第一華江,11.25,1200,0,538W,2409,2025-12-19
第一華江,11.3,0,1000,538W,2409,2025-12-19
第一中壢,11.15,1000,8000,538Y,2409,2025-12-19
第一中壢,11.2,0,6018,538Y,2409,2025-12-19
