securities_trader,price,buy,sell,securities_trader_id,stock_id,date
合庫,15.85,4000,0,1020,2409,2026-02-24
合庫,15.9,10000,0,1020,2409,2026-02-24
合庫,15.95,24100,1,1020,2409,2026-02-24
合庫,16.0,42000,100100,1020,2409,2026-02-24
合庫,16.05,2000,42075,1020,2409,2026-02-24
合庫,16.1,10000,35015,1020,2409,2026-02-24
合庫,16.15,0,27000,1020,2409,2026-02-24
合庫,16.2,13000,224000,1020,2409,2026-02-24
合庫,16.25,11000,30100,1020,2409,2026-02-24
合庫,16.3,500,50000,1020,2409,2026-02-24
合庫,16.35,0,61000,1020,2409,2026-02-24
合庫台中,15.85,36000,1000,1021,2409,2026-02-24
合庫台中,15.9,42000,121000,1021,2409,2026-02-24
合庫台中,15.95,9400,211000,1021,2409,2026-02-24
合庫台中,16.0,299000,24824,1021,2409,2026-02-24
合庫台中,16.05,20000,28100,1021,2409,2026-02-24
合庫台中,16.1,21000,25000,1021,2409,2026-02-24
合庫台中,16.15,12200,31000,1021,2409,2026-02-24
合庫台中,16.2,205300,12000,1021,2409,2026-02-24
合庫台中,16.25,37100,111700,1021,2409,2026-02-24
合庫台中,16.3,2000,70000,1021,2409,2026-02-24
合庫台中,16.35,70000,63000,1021,2409,2026-02-24
合庫台中,17.5,0,800,1021,2409,2026-02-24
合庫台南,15.85,10000,0,1022,2409,2026-02-24
合庫台南,15.9,19000,0,1022,2409,2026-02-24
合庫台南,15.95,59600,0,1022,2409,2026-02-24
合庫台南,16.0,95600,23000,1022,2409,2026-02-24
合庫台南,16.05,0,5000,1022,2409,2026-02-24
合庫台南,16.1,4000,19000,1022,2409,2026-02-24
合庫台南,16.15,1000,1000,1022,2409,2026-02-24
合庫台南,16.2,3000,22000,1022,2409,2026-02-24
合庫台南,16.25,2000,49000,1022,2409,2026-02-24
合庫台南,16.3,0,21000,1022,2409,2026-02-24
合庫台南,16.35,0,125000,1022,2409,2026-02-24
合庫高雄,15.9,9000,3000,1023,2409,2026-02-24
合庫高雄,15.95,42000,20000,1023,2409,2026-02-24
合庫高雄,16.0,323204,19004,1023,2409,2026-02-24
合庫高雄,16.05,5000,0,1023,2409,2026-02-24
合庫高雄,16.15,1000,7000,1023,2409,2026-02-24
合庫高雄,16.2,12000,212000,1023,2409,2026-02-24
合庫高雄,16.25,2000,122000,1023,2409,2026-02-24
合庫高雄,16.3,0,11000,1023,2409,2026-02-24
合庫高雄,16.35,3000,38000,1023,2409,2026-02-24
合庫嘉義,15.85,1000,0,1024,2409,2026-02-24
合庫嘉義,15.9,1000,5000,1024,2409,2026-02-24
合庫嘉義,15.95,20000,12000,1024,2409,2026-02-24
合庫嘉義,16.0,5000,1000,1024,2409,2026-02-24
合庫嘉義,16.05,3000,1000,1024,2409,2026-02-24
合庫嘉義,16.1,0,4000,1024,2409,2026-02-24
合庫嘉義,16.15,1000,0,1024,2409,2026-02-24
合庫嘉義,16.2,3000,4000,1024,2409,2026-02-24
合庫嘉義,16.25,0,15500,1024,2409,2026-02-24
合庫嘉義,16.3,0,4000,1024,2409,2026-02-24
合庫嘉義,16.35,1000,104000,1024,2409,2026-02-24
合庫基隆,15.9,22000,11000,1025,2409,2026-02-24
合庫基隆,15.95,9000,0,1025,2409,2026-02-24
合庫基隆,16.0,22000,14000,1025,2409,2026-02-24
合庫基隆,16.1,0,1000,1025,2409,2026-02-24
合庫基隆,16.15,0,14000,1025,2409,2026-02-24
合庫基隆,16.2,11000,10000,1025,2409,2026-02-24
合庫基隆,16.25,2000,104000,1025,2409,2026-02-24
合庫基隆,16.3,0,4000,1025,2409,2026-02-24
合庫基隆,16.35,2000,15000,1025,2409,2026-02-24
合庫基隆,17.5,0,250,1025,2409,2026-02-24
合庫彰化,15.85,0,10000,1028,2409,2026-02-24
合庫彰化,15.9,10000,1000,1028,2409,2026-02-24
合庫彰化,15.95,50000,13000,1028,2409,2026-02-24
合庫彰化,16.0,1000,6000,1028,2409,2026-02-24
合庫彰化,16.05,13000,0,1028,2409,2026-02-24
合庫彰化,16.1,5000,7000,1028,2409,2026-02-24
合庫彰化,16.15,7000,4000,1028,2409,2026-02-24
合庫彰化,16.2,0,13000,1028,2409,2026-02-24
合庫彰化,16.3,5000,2000,1028,2409,2026-02-24
合庫彰化,16.35,34000,104100,1028,2409,2026-02-24
合庫鳳山,15.85,0,6000,1029,2409,2026-02-24
合庫鳳山,15.9,2000,0,1029,2409,2026-02-24
合庫鳳山,15.95,3000,0,1029,2409,2026-02-24
合庫鳳山,16.0,40000,8000,1029,2409,2026-02-24
合庫鳳山,16.05,7000,11000,1029,2409,2026-02-24
合庫鳳山,16.1,0,1000,1029,2409,2026-02-24
合庫鳳山,16.15,20,27999,1029,2409,2026-02-24
合庫鳳山,16.2,0,12000,1029,2409,2026-02-24
合庫鳳山,16.25,0,13000,1029,2409,2026-02-24
合庫鳳山,16.3,3000,35000,1029,2409,2026-02-24
合庫鳳山,16.35,1000,11000,1029,2409,2026-02-24
合庫新竹,15.9,0,40000,102A,2409,2026-02-24
合庫新竹,15.95,3000,15000,102A,2409,2026-02-24
合庫新竹,16.0,5000,39400,102A,2409,2026-02-24
合庫新竹,16.05,0,9000,102A,2409,2026-02-24
合庫新竹,16.1,22000,0,102A,2409,2026-02-24
合庫新竹,16.2,0,5000,102A,2409,2026-02-24
合庫新竹,16.25,0,5440,102A,2409,2026-02-24
合庫新竹,16.3,0,2000,102A,2409,2026-02-24
合庫自強,15.85,2000,4000,102C,2409,2026-02-24
合庫自強,15.9,21000,0,102C,2409,2026-02-24
合庫自強,15.95,23000,0,102C,2409,2026-02-24
合庫自強,16.05,1000,2000,102C,2409,2026-02-24
合庫自強,16.1,50000,0,102C,2409,2026-02-24
合庫自強,16.15,0,4000,102C,2409,2026-02-24
合庫自強,16.2,0,1000,102C,2409,2026-02-24
合庫自強,16.25,1000,3000,102C,2409,2026-02-24
合庫自強,16.3,10000,2000,102C,2409,2026-02-24
合庫自強,16.35,0,1000,102C,2409,2026-02-24
合庫桃園,15.85,32000,10000,102E,2409,2026-02-24
合庫桃園,15.9,35000,3000,102E,2409,2026-02-24
合庫桃園,15.95,7000,100000,102E,2409,2026-02-24
合庫桃園,16.0,23000,95000,102E,2409,2026-02-24
合庫桃園,16.05,10000,14000,102E,2409,2026-02-24
合庫桃園,16.1,2000,6000,102E,2409,2026-02-24
合庫桃園,16.15,6000,7000,102E,2409,2026-02-24
合庫桃園,16.2,8000,42000,102E,2409,2026-02-24
合庫桃園,16.25,14100,24000,102E,2409,2026-02-24
合庫桃園,16.3,2000,4200,102E,2409,2026-02-24
合庫桃園,16.35,1000,5000,102E,2409,2026-02-24
合庫西台,15.85,0,2000,102F,2409,2026-02-24
合庫西台,15.9,22000,3000,102F,2409,2026-02-24
合庫西台,15.95,12700,0,102F,2409,2026-02-24
合庫西台,16.0,2000,16000,102F,2409,2026-02-24
合庫西台,16.05,8000,0,102F,2409,2026-02-24
合庫西台,16.1,0,2000,102F,2409,2026-02-24
合庫西台,16.15,4000,0,102F,2409,2026-02-24
