securities_trader,price,buy,sell,securities_trader_id,stock_id,date
合庫,177.0,0,5000,1020,3105,2026-01-02
合庫,178.0,1000,0,1020,3105,2026-01-02
合庫,179.0,3000,0,1020,3105,2026-01-02
合庫,179.5,1000,4000,1020,3105,2026-01-02
合庫,180.0,300,0,1020,3105,2026-01-02
合庫,180.5,1000,0,1020,3105,2026-01-02
合庫,182.0,2000,0,1020,3105,2026-01-02
合庫,183.5,2000,0,1020,3105,2026-01-02
合庫,184.0,1000,0,1020,3105,2026-01-02
合庫,184.5,3000,0,1020,3105,2026-01-02
合庫,185.0,1000,0,1020,3105,2026-01-02
合庫,187.0,2000,0,1020,3105,2026-01-02
合庫台中,178.0,0,3000,1021,3105,2026-01-02
合庫台中,178.5,1000,0,1021,3105,2026-01-02
合庫台中,179.0,2000,1000,1021,3105,2026-01-02
合庫台中,179.5,5070,6000,1021,3105,2026-01-02
合庫台中,180.0,1000,0,1021,3105,2026-01-02
合庫台中,181.0,0,3000,1021,3105,2026-01-02
合庫台中,181.5,3000,0,1021,3105,2026-01-02
合庫台中,182.0,2000,0,1021,3105,2026-01-02
合庫台中,182.5,5000,0,1021,3105,2026-01-02
合庫台中,183.0,2000,0,1021,3105,2026-01-02
合庫台中,183.5,11070,0,1021,3105,2026-01-02
合庫台中,184.0,1000,0,1021,3105,2026-01-02
合庫台中,184.5,2000,14000,1021,3105,2026-01-02
合庫台中,185.0,2000,0,1021,3105,2026-01-02
合庫台中,185.5,1000,0,1021,3105,2026-01-02
合庫台中,186.0,1000,100,1021,3105,2026-01-02
合庫台中,187.0,1000,0,1021,3105,2026-01-02
合庫台中,187.5,1000,1070,1021,3105,2026-01-02
合庫台南,178.5,81,0,1022,3105,2026-01-02
合庫台南,180.0,300,50,1022,3105,2026-01-02
合庫台南,181.0,0,20,1022,3105,2026-01-02
合庫台南,181.5,100,0,1022,3105,2026-01-02
合庫台南,184.0,3200,0,1022,3105,2026-01-02
合庫台南,184.5,200,0,1022,3105,2026-01-02
合庫台南,187.0,3000,0,1022,3105,2026-01-02
合庫高雄,178.5,1000,0,1023,3105,2026-01-02
合庫高雄,179.0,10000,1000,1023,3105,2026-01-02
合庫高雄,179.5,6000,1000,1023,3105,2026-01-02
合庫高雄,180.5,0,1000,1023,3105,2026-01-02
合庫高雄,181.0,300,0,1023,3105,2026-01-02
合庫高雄,182.5,1000,0,1023,3105,2026-01-02
合庫高雄,183.0,2000,0,1023,3105,2026-01-02
